ID,attr1,attr2,attr3,attr4,attr5,attr6,target
110,0.10941896,-0.25786243,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0.0
111,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
112,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
113,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
114,-0.20326195,-0.41268851,-0.230979,-0.85955255,-0.37786573,-0.94572324,0.0
115,0.45512954,0.15795618,-0.27606055,1.4763311,-0.37786573,0.87035185,0.0
116,0.79779123,3.3252554,0.94114155,-0.85955255,-0.37786573,-0.94572324,0.0
117,-0.024901716,-0.26670963,-0.050652758,0.49910812,0.68921106,1.3578888,0.0
118,3.0744673,5.0814255,-0.45638679,1.3704231,-0.37786573,0.40719176,0.0
119,0.1497321,-0.23132081,0.89605999,0.10712186,0.038804231,1.2573343,0.0
120,0.2073223,-0.041105917,0.80589687,-0.85955255,-0.37786573,-0.94572324,0.0
121,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
122,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
123,1.0611817,1.728335,0.2198366,0.4560698,0.4691382,0.57173548,0.0
124,-0.098244529,-0.43038291,0.67065219,-0.85955255,-0.37786573,-0.94572324,0.0
125,-0.080798086,-0.43480652,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0.0
126,0.0047402989,-0.36845248,0.30999972,-0.85955255,-0.37786573,-0.94572324,0.0
127,0.017444019,-0.35518168,-0.14081588,0.25480237,1.2994161,1.162874,0.0
128,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
129,-0.60368322,-0.3994177,2.2034252,1.1079738,0.81087013,0.35843807,0.0
130,0.24272333,0.060636934,-0.14081588,0.3674615,0.2881477,0.66010155,0.0
131,-0.35147202,-0.45250093,0.76081531,-0.85955255,-0.37786573,-0.94572324,0.0
132,0.08892362,-0.22689721,0.35508128,-0.85955255,-0.37786573,-0.94572324,0.0
133,-0.37162859,-0.37729969,-0.59163147,0.90586243,-0.37786573,0.56564127,0.0
134,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
135,-0.29997961,-0.43038291,0.62557063,0.90712827,-0.37786573,1.1567798,0.0
136,0.38060104,0.3924071,0.039510361,0.49531062,-0.37786573,0.78198578,0.0
137,0.3294474,0.1844978,0.2198366,1.067889,0.31432333,1.3152293,0.0
138,0.01575019,-0.22689721,-0.27606055,1.0822352,-0.37786573,1.3304648,0.0
139,-0.39076887,-0.42153571,-0.050652758,0.92105243,3.8869843,0.50165204,0.0
140,0.10755574,-0.023411508,0.76081531,1.0294921,0.62336041,1.1659211,0.0
141,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
142,-2.4234347e-06,-0.4082649,0.039510361,0.59573337,0.69599367,0.95262371,0.0
143,1.0799832,1.5292729,0.17475504,2.0687409,-0.37786573,0.95262371,0.0
144,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
145,-0.34757622,-0.38614689,1.6624465,0.21471766,-0.023753882,1.0531782,0.0
146,1.0010508,4.5594404,-0.50146835,1.0868765,-0.37786573,0.13904645,0.0
147,-0.053019284,-0.45250093,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0.0
148,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
149,-0.24188126,-0.36402888,-0.095734317,0.80122024,0.57127255,0.92215265,0.0
150,-0.061657814,-0.30209845,0.2198366,0.3932001,-0.37786573,1.2085806,0.0
151,-0.34639054,-0.42153571,-0.14081588,1.0839229,-0.37786573,1.1415443,0.0
152,-0.59047135,-0.44365372,-0.59163147,0.51429812,-0.37786573,0.270072,0.0
153,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
154,-0.13110482,-0.072071133,0.039510361,0.88349938,-0.37786573,1.1263087,0.0
155,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
156,0.69429825,5.0371895,0.35508128,-0.85955255,-0.37786573,-0.94572324,0.0
157,0.1775109,-0.3949941,0.40016284,0.9341327,-0.37786573,1.0440369,0.0
158,0.017274636,-0.36845248,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0.0
159,-0.12094184,-0.38614689,0.44524439,-0.85955255,-0.37786573,-0.94572324,0.0
160,0.8655444,1.361176,0.35508128,-0.85955255,-0.37786573,-0.94572324,0.0
161,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
162,-0.33114607,-0.3994177,0.26491816,-0.85955255,-0.37786573,-0.94572324,0.0
163,-0.23104075,-0.39057049,1.1214678,-0.85955255,-0.37786573,-0.94572324,0.0
164,-0.48562331,-0.44807732,1.1214678,0.45058453,-0.37786573,0.270072,0.0
165,-0.11281146,-0.37287609,-0.230979,0.88814077,-0.37786573,1.1110732,0.0
166,0.27795498,-0.2136264,0.039510361,-0.85955255,-0.37786573,-0.94572324,0.0
167,0.16243582,0.05178973,-0.18589744,1.1543876,-0.37786573,0.92519976,0.0
168,0.65838907,1.3655996,0.40016284,-0.85955255,-0.37786573,-0.94572324,0.0
169,0.81557643,4.0286081,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0.0
170,0.38077043,0.44991393,0.44524439,-0.85955255,-0.37786573,-0.94572324,0.0
171,-0.10129342,-0.3994177,0.30999972,1.182236,-0.37786573,1.3609359,0.0
172,0.0032158524,-0.29325125,-0.230979,0.87548244,1.3420873,1.2024864,0.0
173,-0.32826656,-0.44365372,0.039510361,1.068311,1.7432165,0.81245684,0.0
174,0.3839887,0.5870456,0.49032595,-0.85955255,-0.37786573,-0.94572324,0.0
175,0.13855282,-0.31094565,-0.230979,1.4889895,-0.37786573,1.2238161,0.0
176,-0.069449429,-0.35075807,1.2116309,1.4919431,-0.37786573,0.96176503,0.0
177,1.0755792,3.4977759,-0.27606055,1.0193655,-0.37786573,1.1293559,0.0
178,-0.0083021875,-0.28882764,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0.0
179,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
180,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
181,0.61299444,3.3208318,-0.36622367,1.3615623,-0.37786573,0.53517021,0.0
182,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
183,0.34791014,-0.19150839,-0.050652758,1.0860327,-0.37786573,1.2938996,0.0
184,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
185,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
186,-0.31319148,-0.3994177,1.7526096,0.93919603,0.12710995,0.90691713,0.0
187,-0.25035041,-0.38614689,0.71573375,0.40628037,0.13464985,0.97700056,0.0
188,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
189,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
190,-0.2384936,-0.34191087,-0.18589744,0.25775598,-0.37786573,0.61744207,0.0
191,-0.040654329,0.038518923,0.08459192,0.25269265,-0.37786573,0.92824687,0.0
192,1.5879626,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0.0
193,-0.56353947,-0.45250093,-0.59163147,0.096995197,-0.37786573,0.13904645,0.0
194,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
195,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
196,-0.053019284,-0.43923012,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0.0
197,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
198,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
199,0.27643054,-0.24459162,0.30999972,1.075906,0.16573135,1.0988848,0.0
200,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
201,0.69853282,5.0062242,-0.230979,-0.85955255,-0.37786573,-0.94572324,0.0
202,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
203,0.62857767,1.0338294,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0.0
204,-0.089944765,-0.44365372,0.71573375,-0.85955255,-0.37786573,-0.94572324,0.0
205,1.3447287,0.93208658,-0.41130523,1.2695784,1.6033497,0.78808,0.0
206,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
207,-0.031677033,-0.36402888,-0.18589744,0.42864342,1.2397225,1.1872509,0.0
208,1.1560361,-0.42595931,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0.0
209,-0.23527533,-0.37287609,0.89605999,0.85058773,0.20422105,1.2299103,0.0
210,0.24729667,-0.15169597,0.30999972,1.1628265,0.26681209,1.0105187,0.0
211,1.0583022,3.2279361,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0.0
212,-0.076055364,-0.15611958,2.7444039,0.704595,-0.37786573,0.8916816,0.0
213,-0.23612224,-0.23574442,2.9247302,1.1008007,0.40898364,0.98004767,0.0
214,0.96277021,1.0647946,-0.41130523,1.0100827,-0.37786573,1.1842038,0.0
215,0.47782685,1.7194878,-0.095734317,1.242574,1.2105835,0.51079336,0.0
216,0.079268793,-0.45250093,-0.36622367,0.99067324,-0.37786573,1.7631539,0.0
217,1.1494302,2.5201598,0.08459192,0.88054577,-0.37786573,0.69971393,0.0
218,-0.20614146,-0.42153571,0.17475504,2.1189523,-0.37786573,0.62963049,0.0
219,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
220,0.17988226,0.3791363,0.2198366,-0.85955255,-0.37786573,-0.94572324,0.0
221,-0.37840391,-0.43480652,0.80589687,-0.092035852,0.25591381,1.4096896,0.0
222,-0.0074552728,-0.010140702,1.2567125,0.10585603,-0.37786573,0.91910555,0.0
223,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
224,0.63467545,0.12699097,0.08459192,-0.85955255,-0.37786573,-0.94572324,0.0
225,-0.17683821,-0.076494735,0.62557063,1.1024885,-0.37786573,0.70885524,0.0
226,0.23933567,-0.0057170995,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0.0
227,0.75442919,0.28624065,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0.0
228,0.043020843,0.92766297,-0.230979,-0.20553887,-0.37786573,0.44070993,0.0
229,1.127241,1.0736418,-0.230979,0.96324686,0.53123536,0.80331553,0.0
230,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
231,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
232,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
233,0.23256035,-0.22247361,-0.18589744,-0.10469418,-0.37786573,0.43461572,0.0
234,0.33571456,0.62243442,-0.14081588,0.58054337,-0.37786573,0.81245684,0.0
235,0.82743324,0.56492759,-0.230979,1.2218987,0.59488001,0.96481214,0.0
236,0.76340649,2.7147983,-0.45638679,1.0328677,-0.37786573,0.64486602,0.0
237,-0.07182079,-0.067647531,1.2567125,0.67463695,-0.37786573,0.77589157,0.0
238,-0.4480203,-0.45250093,0.76081531,-0.85955255,-0.37786573,-0.94572324,0.0
239,-0.10756059,-0.4082649,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0.0
240,0.24949865,0.09160215,0.76081531,1.2797051,-0.37786573,0.9434824,0.0
241,0.77729589,0.95420459,0.76081531,0.28349458,0.055793698,0.66619576,0.0
242,0.18276177,-0.17823759,0.40016284,-0.85955255,-0.37786573,-0.94572324,0.0
243,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
244,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
245,-0.532373,-0.45250093,0.039510361,0.67801251,2.0986783,0.62048917,0.0
246,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
247,0.51695431,-0.0057170995,-0.14081588,0.86029245,0.6778189,0.86121054,0.0
248,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
249,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
250,-0.35621475,-0.3994177,1.1214678,1.0877204,1.2326106,0.46203967,0.0
251,0.023372422,-0.34633447,-0.230979,0.26703875,-0.37786573,1.1110732,0.0
252,-0.27050698,-0.45250093,-0.095734317,0.88603105,-0.37786573,1.1263087,0.0
253,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
254,0.016427722,-0.43038291,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0.0
255,0.069444582,-0.195932,-0.36622367,1.0974251,-0.37786573,1.0074716,0.0
256,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
257,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
258,0.40516157,0.50742076,0.58048907,0.98982935,-0.37786573,1.1933451,0.0
259,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
260,-0.1173848,-0.45250093,0.67065219,0.73539693,-0.37786573,0.62963049,0.0
261,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
262,0.29303006,-0.054376724,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0.0
263,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
264,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
265,0.046916651,0.12256737,0.89605999,0.29952846,-0.37786573,0.88863449,0.0
266,0.050981842,-0.17823759,0.30999972,0.46408674,-0.37786573,0.96785924,0.0
267,0.11026587,-0.023411508,0.67065219,0.049737435,0.0036399867,0.90996423,0.0
268,-0.062335345,-0.063223929,-0.45638679,0.87337272,-0.37786573,1.4767259,0.0
269,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
270,0.73122373,2.1485772,0.40016284,1.69743,0.0064057139,0.85206922,0.0
271,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
272,-0.0171101,-0.43923012,-0.230979,1.6759108,1.4015504,1.1842038,0.0
273,0.051320607,-0.36402888,-0.36622367,0.95438603,1.7116411,1.3091351,0.0
274,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
275,0.77272255,0.73744808,0.35508128,0.67970028,0.42808032,0.75456183,0.0
276,-0.26288475,-0.44365372,0.44524439,0.17336712,0.59804084,1.0897435,0.0
277,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
278,0.92686103,-0.014564304,-0.41130523,0.96155908,2.1256112,0.75456183,0.0
279,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
280,0.23120529,0.13141457,0.039510361,0.71134611,0.50308421,1.2847583,0.0
281,-0.18547674,-0.41268851,-0.0055711987,0.0016357841,1.2940492,0.90082291,0.0
282,0.042682078,-0.28440404,-0.0055711987,0.78687414,-0.37786573,1.0166129,0.0
283,-0.55540908,-0.45250093,1.8427727,-0.85955255,-0.37786573,-0.94572324,0.0
284,0.7434193,3.3650678,-0.45638679,0.78771803,1.9533459,0.53821731,0.0
285,1.1719581,2.3653337,-0.45638679,1.264937,-0.37786573,0.41328597,0.0
286,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
287,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
288,4.3773609,-0.38172329,2.4739146,-0.85955255,-0.37786573,-0.94572324,0.0
289,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
290,0.26203299,-0.16496678,0.08459192,1.2050209,0.65855758,1.3335119,1.0
291,7.7264004,-0.44365372,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0.0
292,0.041157631,-0.35960528,-0.230979,-0.85955255,-0.37786573,-0.94572324,0.0
293,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
294,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
295,0.50950146,0.01197731,0.44524439,0.69404639,0.20748066,0.96785924,0.0
296,0.45479077,-0.12515436,-0.230979,0.50037395,1.0762812,0.93738818,0.0
297,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
298,-0.090791679,0.69321205,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0.0
299,0.45936411,0.25527543,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0.0
300,-0.15193892,-0.43480652,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0.0
301,-0.17514438,-0.4082649,-0.36622367,0.47168174,-0.37786573,1.3213235,0.0
302,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
303,-0.35147202,-0.44807732,0.40016284,0.55818032,-0.37786573,0.65400734,0.0
304,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
