ID,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target
161,0.473519,3,0.382979,0.024979,0.576763,0.001676,0.53884,0.410088,0.0
162,0.45675,7,0.0,0.030353,0.503422,0.002044,0.426981,0.609211,0.0
163,0.8762,3,0.319149,0.02666,0.464148,0.001732,0.496634,0.676754,1.0
164,0.42945,4,0.489362,0.088237,0.590598,0.003467,0.422915,0.414912,1.0
165,0.005398,6,0.212766,0.056713,0.179708,0.003467,0.422915,0.414912,0.0
166,0.446706,3,0.468085,0.072235,0.652187,0.004956,0.618332,0.439912,1.0
167,0.018451,2,0.617021,0.089378,0.481702,0.003467,0.422915,0.414912,1.0
168,0.031415,2,0.510638,0.074817,0.529456,0.003467,0.422915,0.414912,0.0
169,0.43852,5,1.0,0.056563,0.443023,0.003467,0.422915,0.414912,0.0
170,0.893854,5,0.468085,0.082142,0.645344,0.005534,0.76696,0.427193,1.0
171,0.894341,2,0.468085,0.095623,0.742339,0.006448,0.734335,0.430702,1.0
172,0.911199,1,0.276596,0.042152,0.223892,0.002744,0.221906,0.678509,0.0
173,0.46936,7,0.723404,0.035637,0.347664,0.002376,0.275764,0.589035,0.0
174,0.00031,2,1.0,0.121713,0.480661,0.003467,0.422915,0.414912,0.0
175,0.911199,1,0.893617,0.044254,0.374145,0.002879,0.300363,0.704825,1.0
176,0.867086,1,0.574468,0.028131,0.276406,0.001907,0.153288,0.647368,0.0
177,0.446971,2,0.106383,0.016302,0.208866,0.000976,0.268773,0.746053,0.0
178,0.425689,2,0.191489,0.066951,0.175245,0.003467,0.422915,0.414912,0.0
179,0.903367,5,0.638298,0.05299,0.468164,0.003535,0.504402,0.530263,0.0
180,0.438034,1,0.361702,0.089678,0.472478,0.003467,0.422915,0.414912,1.0
181,0.009115,6,0.340426,0.09247,0.543588,0.003467,0.422915,0.414912,1.0
182,0.44737,4,0.787234,0.076858,0.848259,0.005436,0.654324,0.377632,1.0
183,0.871776,3,0.170213,0.022157,0.169295,0.000841,0.262299,0.879386,0.0
184,0.017477,1,0.085106,0.040651,0.216156,0.003467,0.422915,0.414912,0.0
185,0.004469,6,0.425532,0.089498,0.538381,0.003467,0.422915,0.414912,1.0
186,0.469493,3,0.255319,0.046175,0.379054,0.003076,0.484205,0.440351,1.0
187,0.890093,4,0.425532,0.070824,0.753496,0.004948,0.753237,0.257895,0.0
188,0.456086,6,0.361702,0.04005,0.656501,0.002721,0.596841,0.461842,0.0
189,0.871953,7,0.042553,0.032245,0.233264,0.002131,0.345158,0.696491,0.0
190,0.880227,4,0.382979,0.034826,0.537786,0.002414,0.532626,0.28114,0.0
191,0.00469,4,0.914894,0.106611,0.544332,0.003467,0.422915,0.414912,0.0
192,0.429937,1,0.12766,0.071364,0.153377,0.003467,0.422915,0.414912,1.0
193,0.912349,6,0.893617,0.048307,0.380988,0.003232,0.346453,0.484649,0.0
194,0.894164,5,0.191489,0.059715,0.289348,0.002725,0.409632,0.789912,0.0
195,0.004336,3,0.0,0.047076,0.480661,0.003467,0.422915,0.414912,0.0
196,0.451042,3,0.893617,0.041822,0.650848,0.002761,0.509581,0.588158,0.0
197,0.008938,2,0.553191,0.082743,0.557423,0.003467,0.422915,0.414912,0.0
198,0.907261,2,0.06383,0.072295,0.234603,0.004749,0.399275,0.577193,1.0
199,0.876775,2,0.914894,0.028552,0.487057,0.001329,0.277059,0.723684,0.0
200,0.911641,4,0.12766,0.034016,0.156352,0.002198,0.255567,0.748684,0.0
201,0.867749,2,0.170213,0.02567,0.173609,0.000841,0.202486,0.85,0.0
202,0.004557,1,0.510638,0.089498,0.416245,0.003467,0.422915,0.414912,1.0
203,0.911685,5,0.042553,0.053561,0.281464,0.003654,0.432677,0.370614,0.0
204,0.465245,4,0.93617,0.038339,0.421303,0.002688,0.350854,0.291667,0.0
205,0.89381,4,0.744681,0.102438,0.777745,0.007042,0.769291,0.314035,1.0
206,0.872085,3,0.638298,0.028552,0.511604,0.001832,0.535474,0.627193,1.0
207,0.425689,2,0.744681,0.062387,0.454478,0.003467,0.422915,0.414912,0.0
208,0.022167,2,0.553191,0.074517,0.440345,0.003467,0.422915,0.414912,1.0
209,0.439007,2,0.531915,0.057974,0.49881,0.003467,0.422915,0.414912,1.0
210,0.425379,2,0.085106,0.071454,0.181047,0.003467,0.422915,0.414912,0.0
211,0.902969,3,0.851064,0.107782,0.583755,0.00743,0.64811,0.2,1.0
212,0.464625,4,0.765957,0.068482,0.511455,0.004776,0.509581,0.260088,1.0
213,0.867661,7,0.638298,0.044344,0.42294,0.002912,0.595287,0.397368,1.0
214,0.000752,5,0.340426,0.095473,0.580036,0.003467,0.422915,0.414912,1.0
215,0.894341,2,0.553191,0.111295,0.721809,0.008097,0.756344,0.395614,1.0
216,0.01376,7,0.510638,0.041431,0.366855,0.003467,0.422915,0.414912,0.0
217,0.890093,4,0.319149,0.067341,0.741744,0.004755,0.695753,0.294737,0.0
218,0.013716,6,0.893617,0.045755,0.416394,0.003467,0.422915,0.414912,0.0
219,0.442591,7,0.702128,0.094152,0.514133,0.006259,0.306577,0.500526,1.0
220,0.894164,5,0.021277,0.070464,0.590301,0.003521,0.495598,0.697368,0.0
221,0.871908,6,0.191489,0.058785,0.257661,0.003851,0.280425,0.739035,1.0
222,0.009601,3,0.446809,0.041341,0.570366,0.003467,0.422915,0.414912,0.0
223,0.425468,4,0.170213,0.074817,0.177626,0.003467,0.422915,0.414912,0.0
224,0.912349,6,0.531915,0.077969,0.512645,0.00533,0.58726,0.283772,1.0
225,0.425291,7,0.404255,0.073826,0.325796,0.003467,0.422915,0.414912,1.0
226,0.995443,7,0.468085,0.03993,0.468462,0.002559,0.367944,0.795614,1.0
227,0.889695,2,0.085106,0.028942,0.262571,0.001903,0.361989,0.625,0.0
228,0.890093,4,0.340426,0.069293,0.764951,0.004852,0.74262,0.27807,0.0
229,0.889607,7,0.170213,0.029152,0.186998,0.001886,0.307354,0.717105,0.0
230,0.903234,2,0.148936,0.034316,0.12526,0.002148,0.239254,0.605263,0.0
231,0.885359,1,0.702128,0.081422,0.384112,0.005272,0.322631,0.767105,0.0
232,0.880581,6,0.93617,0.0786,0.424725,0.005426,0.388659,0.410965,1.0
233,0.889518,5,0.404255,0.032455,0.611574,0.002252,0.654324,0.264035,0.0
234,0.018097,1,0.06383,0.056203,0.217941,0.003467,0.422915,0.414912,0.0
235,0.018185,3,0.638298,0.045425,0.454478,0.003467,0.422915,0.414912,0.0
236,0.894341,2,0.914894,0.051639,0.59997,0.0035,0.549456,0.471053,0.0
237,0.442857,6,0.12766,0.042272,0.221958,0.002777,0.291041,0.725,0.0
238,0.434494,4,0.595745,0.055842,0.518596,0.003467,0.422915,0.414912,1.0
239,0.022167,2,0.659574,0.057644,0.414014,0.003467,0.422915,0.414912,0.0
240,0.009734,6,0.340426,0.041732,0.479619,0.003467,0.422915,0.414912,0.0
241,0.004911,2,0.234043,0.077879,0.260339,0.003467,0.422915,0.414912,0.0
242,0.013716,6,0.148936,0.051549,0.193841,0.003467,0.422915,0.414912,1.0
243,0.877085,2,0.382979,0.050588,0.567837,0.003544,0.495598,0.178509,1.0
244,0.433388,7,0.638298,0.049838,0.30958,0.003467,0.422915,0.414912,0.0
245,0.442768,4,0.382979,0.079741,0.603392,0.005476,0.557742,0.395175,1.0
246,0.013628,4,0.191489,0.042602,0.184469,0.003467,0.422915,0.414912,0.0
247,0.894474,5,0.404255,0.07878,0.717197,0.005363,0.73304,0.465351,1.0
248,0.898102,6,0.382979,0.059385,0.564267,0.004242,0.631279,0.161842,1.0
249,0.425645,1,0.893617,0.078119,0.314936,0.003467,0.422915,0.414912,1.0
250,0.460378,6,0.042553,0.041852,0.444213,0.002881,0.480062,0.289035,0.0
251,0.008628,2,0.148936,0.064519,0.235347,0.003467,0.422915,0.414912,0.0
252,0.871864,5,0.957447,0.043923,0.480065,0.00085,0.312015,0.728947,1.0
253,0.911508,1,0.638298,0.03918,0.313151,0.002491,0.242103,0.79693,0.0
254,0.447325,3,0.191489,0.01345,0.253198,0.000862,0.248835,0.720614,0.0
255,0.004513,7,0.723404,0.102168,0.512348,0.003467,0.422915,0.414912,1.0
256,0.46936,7,0.659574,0.029122,0.341714,0.001934,0.245728,0.642544,0.0
257,0.438786,4,0.531915,0.070854,0.520827,0.003467,0.422915,0.414912,1.0
258,0.469846,4,0.106383,0.027741,0.18075,0.001876,0.26463,0.586842,0.0
259,0.425114,3,0.595745,0.115228,0.50476,0.003467,0.422915,0.414912,1.0
260,0.004734,5,0.106383,0.075207,0.320738,0.003467,0.422915,0.414912,0.0
261,0.9158,7,0.340426,0.082473,0.460726,0.005675,0.371569,0.373684,1.0
262,0.877129,3,0.06383,0.040471,0.296935,0.002698,0.335577,0.400439,0.0
263,0.433698,7,0.361702,0.069323,0.335168,0.003467,0.422915,0.414912,1.0
264,0.880713,1,0.595745,0.029422,0.236834,0.000841,0.219057,0.794298,0.0
265,0.424494,3,0.255319,0.055242,0.024695,0.003467,0.422915,0.414912,0.0
266,0.968895,1,0.234043,0.02648,0.137459,0.00172,0.197307,0.756579,0.0
267,0.915712,5,0.382979,0.096073,0.569325,0.00656,0.578457,0.264035,1.0
268,0.911376,5,0.234043,0.073616,0.411038,0.004801,0.435008,0.62193,1.0
269,0.438874,6,0.06383,0.047046,0.221214,0.003467,0.422915,0.414912,0.0
270,0.876156,2,0.893617,0.024649,0.36983,0.000519,0.228379,0.795614,0.0
271,8.8e-05,4,0.191489,0.046956,0.147724,0.003467,0.422915,0.414912,1.0
272,0.465156,2,0.297872,0.037859,0.383963,0.002626,0.405489,0.223684,1.0
273,0.008761,5,0.468085,0.117329,0.634186,0.003467,0.422915,0.414912,1.0
274,0.451617,2,0.021277,0.03933,0.404939,0.002273,0.411186,0.770175,0.0
275,0.890005,2,0.553191,0.079681,0.630616,0.005615,0.688762,0.25307,1.0
276,0.023141,3,0.574468,0.090969,0.456709,0.003467,0.422915,0.414912,0.0
277,0.005221,2,0.021277,0.082473,0.496132,0.003467,0.422915,0.414912,1.0
278,0.42914,4,0.744681,0.080881,0.546266,0.003467,0.422915,0.414912,1.0
279,0.008938,2,0.042553,0.080911,0.506843,0.003467,0.422915,0.414912,1.0
280,0.027344,1,0.404255,0.074817,0.505653,0.003467,0.422915,0.414912,1.0
281,0.877085,2,0.957447,0.034826,0.469057,0.00236,0.318488,0.39693,0.0
282,0.014159,2,0.042553,0.040591,0.480065,0.003467,0.422915,0.414912,0.0
283,0.867307,6,0.489362,0.050258,0.516364,0.00338,0.500518,0.469737,1.0
284,0.023185,4,0.595745,0.060676,0.432907,0.003467,0.422915,0.414912,0.0
285,0.459935,3,0.617021,0.05308,0.523505,0.003641,0.523304,0.282895,0.0
286,0.447591,2,0.085106,0.02609,0.2651,0.001697,0.347229,0.688158,0.0
287,0.456617,4,0.680851,0.030353,0.489884,0.002073,0.574314,0.460526,0.0
288,0.000885,1,0.723404,0.294584,0.652187,0.003467,0.422915,0.414912,1.0
289,0.447901,2,0.042553,0.033295,0.326986,0.002113,0.396168,0.689474,0.0
290,0.433742,1,0.851064,0.041191,0.369979,0.003467,0.422915,0.414912,0.0
291,0.880625,6,0.617021,0.035667,0.260785,0.002181,0.148887,0.935526,0.0
292,0.017521,2,0.297872,0.074727,0.512645,0.003467,0.422915,0.414912,0.0
293,0.429804,5,0.425532,0.093191,0.628979,0.003467,0.422915,0.414912,1.0
294,0.87589,3,0.808511,0.034496,0.556233,0.002295,0.575091,0.549123,0.0
295,0.442945,1,0.297872,0.042032,0.167956,0.00237,0.081564,0.746053,0.0
296,0.867838,4,0.702128,0.034676,0.537489,0.002281,0.660539,0.275,1.0
297,0.890359,3,0.957447,0.034376,0.658733,0.002324,0.471517,0.514474,0.0
298,0.880846,4,0.702128,0.029422,0.470991,0.001892,0.474107,0.672807,1.0
299,0.452281,3,0.680851,0.033085,0.564415,0.0022,0.561885,0.599123,0.0
300,0.030795,2,0.297872,0.098024,0.472627,0.003467,0.422915,0.414912,1.0
301,0.022654,6,0.021277,0.10496,0.371021,0.003467,0.422915,0.414912,1.0
302,0.451927,2,0.765957,0.135553,0.885748,0.00883,0.697566,0.545175,1.0
303,0.912305,5,0.191489,0.050138,0.241595,0.003349,0.265924,0.547368,0.0
304,0.455909,2,0.744681,0.096103,0.801547,0.006653,0.735629,0.262719,1.0
305,0.004159,6,0.446809,0.044254,0.459685,0.003467,0.422915,0.414912,0.0
306,0.468917,4,0.148936,0.025459,0.135674,0.001693,0.170119,0.565351,0.0
307,0.9035,1,0.510638,0.050018,0.32044,0.003162,0.188762,0.861404,1.0
308,0.004469,6,0.170213,0.043533,0.157691,0.003467,0.422915,0.414912,0.0
309,0.443432,5,0.276596,0.042722,0.452246,0.002902,0.42957,0.5,0.0
310,0.867838,4,0.382979,0.029062,0.577507,0.001867,0.573537,0.634211,0.0
311,0.429362,2,0.638298,0.077519,0.543291,0.003467,0.422915,0.414912,1.0
312,0.907261,2,0.021277,0.07941,0.290241,0.00521,0.375712,0.608772,1.0
313,0.031282,6,0.787234,0.054642,0.273579,0.003467,0.422915,0.414912,0.0
314,0.437768,2,0.851064,0.044134,0.391253,0.003467,0.422915,0.414912,0.0
315,0.893677,1,0.829787,0.057614,0.592681,0.003799,0.450544,0.608772,1.0
316,0.468873,3,0.574468,0.028912,0.464296,0.001926,0.171155,0.706579,0.0
317,0.437989,7,0.617021,0.051309,0.266885,0.003467,0.422915,0.414912,1.0
318,0.013849,2,0.787234,0.11838,0.803332,0.003467,0.422915,0.414912,1.0
319,0.000752,5,0.510638,0.044224,0.503273,0.003467,0.422915,0.414912,0.0
320,0.009336,4,0.723404,0.109493,0.680155,0.003467,0.422915,0.414912,1.0
321,0.881067,2,0.276596,0.029332,0.341565,0.001641,0.349301,0.676754,1.0
322,0.473209,3,0.829787,0.043053,0.574085,0.002906,0.360694,0.391667,0.0
323,0.897969,1,0.191489,0.043533,0.187593,0.001884,0.246763,0.794298,0.0
