"","Treatment","SproutN","BunchN","GrapeW","WoodW","SPAD06","NDVI06","SPAD08","NDVI08","Acid","Potass","Brix","pH","Anthoc","Polyph"
"16","T7a",0.113863690028019,0.191219324719563,0.808227426318408,0.501099512958669,-0.0443987200929359,0.0533502578260094,0.0389394397004409,0.221754367245716,-0.0421559536629718,-0.0267579185625566,-0.0841955352416973,0.00237349339819574,-0.34692185200735,-0.197823169648787
"17","T4b",0.0824082007981731,-0.303951193678939,-0.619745612267638,0.549329740013898,0.196288747743489,0.0461231269391711,0.207870160968146,0.0831436871069218,-0.080477620551097,0.0115696925957944,0.0613323851677205,0.0352448514187919,-0.0944940379582346,0.126841697611322
"18","T6a",0.0195710654839474,-0.354471883854005,-1.03282104410667,-0.842203531402816,-0.157695602624576,0.0402027940374453,-0.146485772925952,-0.19912678461011,0.227821453442656,0.081067495625228,-0.0033111284868321,-0.0234563365297841,0.458639719961227,0.227113950963445
"19","T2a",0.0723925064805404,-0.482383964573111,-0.154520364525643,0.445210512637212,0.138351218421494,0.0826436277343655,0.0890088696911773,0.110717754187969,-0.0892859550500093,0.109305607043388,-0.0851003279197262,0.0648077143763498,-0.674798027058915,-0.140164348187357
"20","T2b",-0.429676726146128,-0.657707317494202,-1.37507142610191,-0.90853430019334,-0.181667033469996,-0.132319842452909,-0.0911660715664561,-0.301448804082392,0.260830701351196,0.0269521481215175,0.0987573806180756,-0.0321173266107508,0.0741580000249945,0.0106696451702381
"21","T1a",-0.0269773177132255,0.243956452884919,1.40441864028265,0.683597118358717,-0.00593335632004972,0.0473991877809696,0.0779953034936819,0.0815441280130009,0.10734851447507,-0.107394214497263,-0.267751850918163,-0.0813485241291152,-0.747036794304656,-0.389127191539464
"22","T7b",0.149907860299741,0.408262796159247,0.157462305745417,-0.143776153907747,-0.0834972536401543,0.0042233203534348,-0.00596917688388392,-0.0144749772044737,0.241022969183016,-0.0522542263659787,0.0190769446465619,-0.0506243419330972,0.0505707063607221,-0.0150735728659381
"23","T1a",-0.400372902066313,-0.183074050504877,-0.52163735675536,-0.17017737741626,0.0007394766291208,-0.148623103327174,0.006555672512521,0.0387646131038007,0.122411113140855,0.0489339034574297,0.0148342735816974,-0.024310020032931,0.409944522335766,0.407083305604561
"24","T2a",-0.220608316840465,-0.190909234293852,-0.390986967343648,-0.0320469761218549,0.0946443353799981,0.0132083503021988,0.0634131165650829,-0.322566759999808,0.132986363042016,0.22914078696036,0.0784681209403484,-0.0208181482320176,0.533122416449083,0.327258529187381
"25","T4b",-0.0844126688528847,-0.659846827428894,-0.805649611724275,-0.203745037597851,-0.0261647717473371,0.0568996881260066,0.0260575634156402,-0.0990549432247384,0.154830979191981,0.16106968417243,0.124338030949877,-0.0186542283976785,0.429299364095469,0.43817016455029
"26","T7b",0.321172068679114,0.41667917949655,0.583198844348439,0.556367940848977,-0.0375479855370554,-0.0433532601255761,0.105948083136443,0.142240730508646,0.0112149069835306,-0.121371839237875,0.0040615584889404,-0.00724073490162997,-0.546236047430546,-0.151222846735528
"27","T8a",0.0395698506578517,-0.199704104553962,-1.04303733694252,-0.764520114677951,-0.0790026286872284,-0.133627447651804,-0.232797584041342,-0.205661552917611,0.0255682980594718,-0.0644398510339586,0.142128809414903,0.014863805535841,0.666784041374324,0.138029221365144
"28","T7b",-0.119373873843364,-0.656375138796413,-0.435853374741035,-0.523430419779399,-0.113749635275555,0.218537789040752,-0.106889266435916,-0.114070629193328,0.119280734164818,0.0251383313031575,0.0707408514166894,-0.0379082719664546,0.230171767924736,0.158117406704879
"29","T8b",0.53611519281786,0.0915681664970083,0.338016384331366,0.631751475581552,0.106986730949364,0.185859766882685,0.182759898881494,0.120880428965148,-0.015185650129183,0.00200683276421539,0.0777247001969964,0.0142722715140736,0.103391216164008,-0.170172229755232
"30","T4a",-0.152037137402556,-0.658729770393427,-0.41624860134506,-0.560982924259203,-0.142025388169841,-0.105263088416069,-0.268377672283171,-0.198030477538675,0.143776281289735,0.126781380804575,-0.0875294818548303,-0.0218768714970717,-0.151826143534116,-1.40764365547802e-05
"31","T3b",-0.251688837258134,-0.346108513352642,-0.773102070784115,-0.592208490781581,-0.0915742451358242,-0.0892599030735627,-0.151401670617348,-0.0260020062697679,0.123179836576747,0.118113130989829,0.0601951303867983,-0.0161325388072119,0.391697265062494,0.155489705757707
"32","T6b",0.107619454930307,0.00800565202905984,0.107224968901177,0.68277295460437,0.10609942073449,-0.0366763371511105,0.0756045643184215,0.0770723249431604,0.0794196965746118,-0.127612615117384,0.0411369256304186,-0.0153972812216095,-0.18347364021195,0.221826886162327
"33","T2b",-0.075958929328764,0.238822090212525,0.346622431883588,0.0714331810922936,0.0746949263361666,0.0508741604602721,-0.0532668621092186,-0.311623754858351,0.267623041393562,-0.139047420896869,-0.057097947470711,-0.0522016875481421,0.145658663971916,-0.421371902399642
"34","T1b",-0.0685680260539062,-0.324018904555259,0.489237587706387,0.317515616534793,-0.127759743629923,-0.038303141528844,-0.0253987475639724,0.117972783774381,-0.0147979751200781,0.0196233111962702,-0.0584313653235429,-0.0300074303715625,-0.338234241478453,-0.348923725899329
"35","T3b",-0.474188893834348,-0.00836729444546119,-0.515238109753,-0.414580195180255,-0.16287810919023,-0.087866326374819,-0.174375073278013,-0.119304061880326,-0.167083307641993,0.105835184794407,0.258788769601776,0.0805794084741873,-0.0996086052181055,-0.060001193832776
"36","T8a",0.185487694649504,0.211086861788234,0.704913827829226,0.37565195761748,0.0399476810487701,0.160680470566784,-0.0132587422361399,-0.0253759309071675,-0.157629025780441,-0.0377504916143028,0.0436243904538024,0.0491102197335396,-0.270027029225138,-0.153265297662313
"37","T2a",-0.147680448507518,0.0400331707368208,-0.551506499148539,-0.820822092688385,-0.227306477292872,-0.0266558042129641,-0.122412681868973,-0.160200914471446,0.206865540388084,0.304720144084535,0.0588341808604407,-0.00325557988218438,0.394623617860579,-0.0300205165488387
"38","T6a",0.506290773814666,0.266555000368096,0.91196457074029,1.17111794749584,0.345022782648432,0.190933646589217,0.328699757824359,0.291984157581439,-0.353083924918331,0.0379501965639802,-0.13865853814364,0.0806047270080774,-0.257221915396572,-0.265635476269856
"39","T3a",0.014626309766835,-0.112123191039355,-0.133006768647549,0.180008676274007,-0.0289069631930248,0.0476543281305628,0.0858613007038587,0.0316938638570578,0.0682915659739073,0.0489742741298277,-0.123477511260002,-0.0198529107701178,0.0414629136404777,0.358174519810823
"40","T1a",-0.307455073397064,-0.282460267363204,-0.564953478698017,-0.654514492808554,-0.0514639851486439,0.017828686268075,-0.140586963817435,-0.244031353803795,0.159577400568803,0.166569258149194,-0.0201812821366367,-0.0365242896622897,0.581638173235433,0.219210665592674
"41","T2b",-0.0347176349101826,0.264894597966272,0.296624097288858,0.259942612596514,0.0719345487048057,-0.0668750731782394,-0.0343658567035953,-0.00843402057680468,-0.0069374784380602,0.0240245099137966,-0.0113406918012691,0.0163841337094502,0.164515758513391,-0.0494231329011262
"42","T8b",0.166853904337739,0.0261830776398646,-0.629391722771627,-0.138175876911528,0.00491902777266558,0.0789666446963402,0.0101505593094082,-0.199073118572249,-0.252487772449054,-0.0505483753467532,0.240250284525485,0.0601473596236348,0.281216016335539,-0.15186770371279
"43","T8a",0.490081838393125,0.222315593687768,0.740397964961303,0.337137480404525,0.120730239277971,0.153230043269896,0.0837868559938817,0.0532002658582719,-0.352316535620121,-0.227161816987535,0.0663607118967903,0.0644403833622092,0.292766746380216,-0.00996256359154479
"44","T4a",0.0348720229651008,0.365926424566686,0.501721996365899,-0.415354709834649,0.047124945796727,-0.0448575934383249,0.103949000880964,-0.0357573200619161,-0.134112172404011,0.0992499101129564,-0.00111901059105815,0.0502264607869766,0.0563029191249312,0.208443890686091
"45","T4b",-0.211204629564584,-0.002325300731434,0.0304802591139053,0.317814801177742,0.0698148494722223,0.0491892206797922,-0.0250315773860776,-0.0421445296233236,0.0162555710049517,0.0904649052619918,0.00669606787000256,0.0487359700944067,-0.554313343284075,-0.0461215930968505
"46","T2a",-0.000996711332723804,0.0809823856705634,-0.0981320283893076,-0.32337010657582,0.0236850232558235,-0.0322260218259535,-0.0920544934058051,-0.11204457309624,0.0628923659199337,-0.261639888735187,-0.0525651250754383,-0.0572368261931801,0.380432522581234,0.329273329379315
"47","T8b",0.0554192658246835,-0.626923375829194,-0.653494541978018,-0.518944276370043,-0.205109386561529,-0.277511282198842,-0.238574102523362,-0.256868885370215,-0.169059869201001,-0.0529838678132935,0.0858001633719194,0.0339358857427718,-0.134903434957709,0.110440929067455
"48","T4b",0.0721190792449684,0.23220399411868,0.388738190631447,0.830943391223235,0.187179932195946,0.138615725343494,0.0573938221480097,0.305535444346576,-0.295282486915791,0.197886209896416,0.0841349216496118,0.0945336116559034,0.1818505245927,0.139181938921558
"49","T7b",0.321875044586837,0.295213562396569,0.470521312731246,0.580516666661312,0.0311011452687549,0.050419244690155,0.14932877393813,0.192228888149452,-0.0705980843647877,0.239016020600222,-0.0693210389617306,0.0213210409192661,-0.312446178004363,-0.277118142627513
"50","T5b",-0.0090648089501055,0.412162826327214,0.661701361895,0.00352739599061024,-0.0865876403959308,-0.0454029723047124,-0.0497706985992071,0.112035355312474,0.00132001900071337,-0.265148532727118,-0.0344404323313841,-0.00526428315020704,-0.49316068029596,-0.36843247029266
"51","T4a",-0.0219192606042704,-0.405017584931406,-0.164602014088521,-0.0066695261532898,0.0217996281584476,-0.111120065763175,-0.0367917871475842,-0.0367587793114001,-0.0511230418388211,0.252403874501268,-0.0784450979211022,0.0375903831399493,-0.315446396934113,-0.174304753131484
"52","T1a",-0.116092407454212,0.0485138174261648,0.976460851558829,0.0628785058138556,0.131876098737791,0.16107643509949,0.0322401991198588,0.0774286495923425,-0.0929784692969332,0.226848891930347,-0.106517580026598,-0.0373433568173861,0.412905772349435,-0.0377484889673396
"53","T6a",0.204995991868771,-0.314236815061302,-0.801134848366614,-0.616286462866537,0.0431880265273251,0.0170240382907611,0.00660109597840326,-0.249289733382435,0.0968356852718695,0.0277901597980319,-0.0246113056545159,-0.0232094931473664,0.362162004246856,0.240407505884734
"54","T6a",0.130222127737427,-0.381314834824058,-0.102642670876129,0.176646503798057,0.0399324689895906,0.0876759827335413,0.020218878232812,-0.183885839039189,-0.260838528929321,0.145525001465336,0.0113444098807389,0.0576807251364476,0.16333778970071,-0.177576919533565
"55","T1a",-0.138753416842982,-0.0452950659888266,-0.290874890267837,-0.26228354339156,-0.00395240539704174,-0.0117018663196872,-0.0977005753626315,0.108604415267404,0.219780236073268,0.0245935230366482,0.00220553329581572,-0.0253191628961842,0.329561544997403,0.383781312075509
"56","T5b",-0.00606971440811313,0.209824663471888,1.24709376759609,0.462174593126727,0.00129008892020326,-0.0954067804244717,0.0199584980815896,0.0330192306082202,0.0320670382756693,-0.0688596014436776,-0.119248422933642,-0.034558183619006,-0.0694076528179579,0.179636339353953
"57","T1b",-0.249135551792399,0.152271486656123,-0.257207426077879,-0.199665831508692,-0.0782369031595004,-0.14472321331753,-0.0311288040954585,-0.287753928852984,-0.0358599139933201,-0.191975525203796,0.0668557256913197,-0.0138268294974331,0.492506610784775,0.188301536523098
"58","T1b",-0.0164796609384392,0.175501508946383,0.599008289743806,0.409517083070821,0.139693624920939,0.125434342928852,0.10512815801396,0.232376608794389,-0.115660967123957,0.0870879899919489,0.0162410756784002,0.0292977525416824,-0.13537751146088,0.221067212417331
"59","T6a",-0.127208380103925,0.0774799966572128,0.163368636185732,-0.176220681967126,-0.0714681685598721,-0.0586243647194927,-0.0641559853276124,-0.077832135051039,0.0416659468818225,-0.093823302558184,-0.0415073769293607,-0.0385696507649401,-0.277759070216431,-0.233565475310747
"60","T8b",0.0972135833842922,-0.653420660402752,-0.182920110506274,-0.195509776454309,0.0357756180374598,0.0157603136024565,0.0587657936882599,0.115784736812978,-0.246814253832716,0.0602095802460314,0.0381004529162004,0.084188582749515,-0.279543471675313,-0.180628913631796
"61","T5a",-0.203065362769903,-0.492737402221662,-0.225602974747729,-0.199854230933051,-0.148534918982508,0.0298614409208793,-0.19746795369531,-0.00250937324387357,-0.140918287913243,-0.11743747819624,0.099980738315687,0.0292796636944509,0.187811048729255,0.323753227079566
"62","T8b",0.121636138222835,0.278635224090977,-0.253975849649992,0.303275062417937,0.133144679014382,0.0716476140961968,0.0260108991563042,-0.00817400155419804,0.046751924898094,0.0670870088344777,0.0468036788451486,0.00476675648218337,0.0953800706264529,-0.0746286211796617
"63","T1b",0.211797055579372,0.363666022412487,0.425347966097051,0.057361139494654,0.139291505660889,0.0463184334956407,-0.11574986054116,0.122709058872008,0.0269055915135269,-0.0114389322015794,0.0255602855595589,0.0227371643499014,-0.131464961311695,0.0525582259239303
"64","T4a",0.175704569643648,0.0430842514414529,0.194712529011272,0.386441212672798,0.129037308983164,-0.0696626758729342,0.0818686060989095,-0.0406146955767221,-0.176222176795002,0.0747725971142186,-0.0436878316964156,0.0437983662939447,0.0469949083899485,-0.158200700637859
"65","T5b",-0.0823586274290378,0.0365203422257276,-0.12721051942743,-0.680316859639121,-0.275669482181991,-0.245861580263012,-0.267370307686875,-0.256005849792961,0.307888950846766,-0.212823871086179,-0.0698832705076317,-0.100828956366563,-0.10233660816889,-0.110054763036937
"66","T5a",-0.291380289054009,-0.506330759153802,-1.58811950001479,-0.582606378285277,-0.217160491797302,-0.24654745781134,-0.233519933535028,-0.395378512078079,0.20895975643025,0.075291186674155,0.201352569707039,-0.0162747580683898,0.689037961673858,0.505514088770502
"67","T6b",-0.164754336676873,-1.28348303993485,-0.284646300067151,-0.623483322345812,-0.124363032064204,0.0318288822485472,-0.124892325797687,-0.165585889317516,-0.124490014472707,0.00186635919027823,0.0720690710735159,-0.00509700160892323,-0.277773540749859,-0.187138243396733
"68","T2a",0.0629691240630038,0.190428242620074,0.48451025320047,-0.455629414847433,-0.106930388208577,-0.00232385517335668,-0.0483321592257382,0.107905921171967,0.0857792596544424,-0.0545885221625805,-0.0189449293948772,-0.0529314179031221,0.259337828088718,-0.00195084756241201
"69","T8b",0.266471827585379,0.806368567301253,0.233360619534218,0.135480177435235,0.0375130846383928,0.153407306734042,0.104925070100268,-0.0930338634182598,-0.232562441853796,-0.187672760286191,0.0973352154862107,0.067897284590638,-0.343084700501945,-0.184030562302059
"70","T1a",-0.132627643211725,-0.0334505642002342,0.416506996489024,-0.108859791415138,0.0169554491891114,-0.0983027449192199,-0.0505086740933638,-0.0500247700429163,0.0855105061684966,-0.0365528640783774,-0.177161651136943,-0.0461028688978147,0.0137738709317689,-0.0461555829243439
"71","T1b",-0.0529950342867201,0.795099787049921,1.16134211983586,-0.08491848804178,0.0705505749847906,0.119847756418266,0.0419586229470486,0.338495453765982,0.176948953365827,-0.0988784860026945,-0.0908909537651419,-0.0387067961080373,-0.108828372582538,-0.180538500881679
"72","T7b",0.0973824339382786,0.76863086403773,0.256920440237523,0.139822657527617,-0.00639321059587906,-0.0577925377044267,0.00419642491968678,-0.00386216415462494,-0.216595057160282,-0.0150832558513827,0.14755804794661,0.062797367545834,-0.137504609000022,-0.179647415074939
"73","T5a",0.433678004461471,0.752080895961223,0.777376365373132,0.668717335991128,0.175957387717406,-0.000604423473072338,0.0793511169450834,-0.123524406038105,0.0450060372981121,0.0154922462683521,-0.074232106444041,-0.0250054868077765,-0.0354054563854575,-0.209218402734086
"74","T8a",-0.119182262780526,-0.686422648735942,-1.37010962352248,-0.478080468402319,0.0076885046310345,-0.00255779627875761,-0.0724772360161677,-0.106319340410219,0.0138881893132068,-0.143854836465615,-0.0137888641889865,-0.0140774580754958,0.503413332013792,0.35952068462769
"75","T1a",-0.380838573645518,-0.226514459381526,0.294064917342629,0.423709917986,-0.0430916308062281,-0.00184599715614559,0.147155207676792,0.0329344734343136,0.0215352465032443,-0.0557548756904896,-0.00341550523141804,-0.0275720612812238,0.165523076979398,0.126799778060034
"76","T5a",0.220403298602406,0.204949938692098,-0.19536360803428,0.154778804396366,-0.0616190692139692,0.0256204941812033,0.212477421366852,0.0151489925670271,0.0995441930513376,-0.028717189005463,-0.0805090200072834,-0.0340757737419218,0.119050872879336,0.204163487208607
"77","T8a",0.124312060119506,-0.110220435609615,-1.04329216286392,-1.1644671522379,-0.14066347081146,-0.165323124831158,-0.286608794634894,-0.170789639722394,0.169713624699089,0.11161775846069,0.0972023578962488,-0.037429333252381,0.109050915708835,0.171201792697351
"78","T3b",0.167533508427042,0.0748599589743603,0.56239452398686,0.83097068587087,0.191414210512337,0.14906118665974,0.253054098602011,0.264489527099248,-0.176301374432453,0.279581256435731,-0.0795638631068155,0.0596818012947223,-0.636136267924592,-0.182085582086731
"79","T7b",-0.110594163899406,0.391021941063371,0.414627838863992,-0.8637556431703,-0.15672796867718,0.126440753125906,-0.250814037834073,-0.176566644635304,0.135135151158365,-0.148550444081656,-0.0197133242647128,-0.0791491091671096,0.743413350451603,0.209106828680154
"80","T2a",-0.186665125370572,-0.474832272019166,-1.0410164242122,-0.636873058017688,-0.0471936491755803,-0.127222794439336,-0.0136812986431968,-0.141309560467508,0.0704402635210888,0.164289427471904,0.00476729486168549,3.19045687152848e-05,0.404674577755213,0.00437041066619098
"81","T4a",-0.226292810826888,0.140634425064171,0.253672434230659,-0.101291289454281,-0.0585120474923028,-0.225312162018922,-0.0344800203410841,-0.309161496924877,0.114530892720652,-0.0589869839717519,-0.00981171549648113,-0.0340967831949699,-0.0560415298677361,0.0275108325798608
"82","T2b",-0.23206035925881,-0.419887695907854,0.763314713439224,0.99783580308983,0.190425993659859,0.134843247510993,0.230087414309467,0.048049427638639,-0.295528911589764,-0.19877385655759,-0.013253158522759,0.0678644471462266,-0.904176928381359,-0.782646994007759
"83","T6b",-0.059195653357226,0.218285700744512,-0.296605391771433,0.0451304399885959,-0.0818328284333166,-0.0287015491072583,0.0914689765060047,0.125083821191051,0.0469370035001183,0.0228166158166288,0.167911940203586,0.0274404581091274,-0.382665150683771,-0.259329110616151
"84","T4a",0.0726196487585016,-0.328918066405051,0.144475116294465,-0.0112085888487826,0.0653246684700047,-0.0162265919806698,0.0862649599850592,0.0953110385286165,-0.0450785864883228,-0.0129163310394005,-0.127793506658159,-0.0276719791275496,-0.164763993944998,-0.00972305854502038
"85","T8b",0.127658280970468,-0.316151390558797,-0.811074233872893,-0.438578343830988,-0.0161830403599497,0.0825090638408378,0.073057589717533,-0.0116946728004969,0.0672241815678173,-0.0116422936693998,0.0454093548946885,-0.0166437838087372,0.251011044860308,0.419375246953522
"86","T6b",0.0636408951611089,0.631026119767222,1.14490569849214,0.324235339207684,0.0452145039588334,0.0294932274282765,0.0430161868420635,0.095511909030332,-0.0557525006578139,0.0901734328843525,-0.0569809495678571,0.0413515130259365,0.0828273518536185,0.287820971365455
"87","T7a",0.0508492201703669,0.0068964475950419,-1.36659232739952,-0.80527948733308,-0.172363933163132,-0.190139065009062,-0.0365827065384055,-0.177707000591796,0.0833969924229857,0.0382037601101394,0.0984545495625869,-0.00216728736853844,0.758255294228507,0.0830132355726236
"88","T8a",0.201486811725991,-0.0642654635956347,0.00882478349936969,0.165812610812577,0.076570780746382,-0.0774752279531911,-0.0343634436534458,-0.0475900480627442,0.0192666496859491,0.0472250887544926,0.0681403991632311,0.00892091221199764,0.311230755416513,0.222605634782085
"89","T7a",0.204888212663415,0.574049470802365,0.229090650849062,-0.230835911765511,-0.0115484728704766,0.0736040708279549,-0.199333947769032,-0.146544367013785,0.230792027928778,0.0236436697719325,0.044515632684186,-0.0311088817140834,0.265795443217572,-0.0385573318763487
"90","T6b",0.10942520433809,0.17803728346611,0.652616396466105,0.459958285120925,-0.0208819379955944,0.0837209849048835,0.0704773277226244,0.142299537414915,-0.241213891722786,-0.249903324089789,-0.0130729205937009,0.0323108602778135,-0.612808804206958,-0.273312741790924
"91","T6b",-0.0779844039591162,0.101730429538423,-0.58377770859972,-0.509355746832297,-0.124259407901517,-0.0785749487763525,0.00556753664303028,-0.0772166406032957,0.0773497294469196,-0.246155755346241,0.0598280216323683,-0.0175297559467571,0.325128638821341,0.381644140763836
"92","T3b",0.0985238977738398,0.609890518711258,0.798185941401298,0.624490358615009,0.162940073643759,-0.0233451949918441,0.102830046540034,0.104388644447835,-0.00805882889127249,0.0987873794503109,-0.0178188842082987,0.00524820516521938,-0.74340229159232,-0.36333617373665
"93","T6b",-0.179746442023461,0.421490826805758,0.042553425142976,-0.75679583982372,-0.2069138389509,-0.0778953144975001,-0.238540783841689,0.00614541614035745,0.0374933000002933,-0.0652849625476749,0.0713188700404943,0.0105865431150744,-0.208865012567784,-0.0413108837209919
"94","T3a",-0.0889036058092094,0.12501107925278,-0.0617562010571483,-0.191631619734807,-0.0563387165652899,-0.102981249689037,0.0726417417387356,-0.239691598979137,0.151065342891865,0.00654310387107046,0.0809757219639354,-0.0370345299984391,0.507408504757482,0.393455701757099
"95","T3b",-0.177478364587017,-0.209328038032212,0.0692630314194913,-0.184137286464171,0.0261421224937613,0.0607525044310039,0.00516428646645489,-0.00110531227111724,-0.218480379071403,0.312194623671966,0.080245899517942,0.0616695396753213,-0.0256918793599199,-0.437155528566036
"96","T7a",0.190482468782368,0.0405468401758336,0.432408494895703,0.146956145198446,-0.105060958299626,0.184973234784293,-0.0742321646571314,-0.0462988760481108,0.0544041536310567,0.0166704444624105,-0.00358294805681644,0.0123805595887267,-0.367422941031727,-0.539492489161737
"97","T2a",-0.0198058746622471,0.131155493741428,0.687906248214626,0.618916551952085,0.22936442052009,0.183819500569807,0.34344405762428,0.170650092108888,-0.180339456228086,0.0443390744073371,-0.0497907948227511,0.0797987273724596,-0.437878760186208,-0.236715271508203
"98","T5b",-0.0449681607939356,0.406111799779767,0.316863991496046,-0.230325296026512,-0.0767690377738974,-0.148640393112587,-0.197431464718469,-0.0432554625667049,-0.0439624364315619,0.00795925244828974,-0.0399031565297115,-0.00228195104888045,-0.0127790206746527,0.056221736522169
"99","T6a",0.0114256705197977,-0.361145908254792,0.0737520852082503,0.54090550157556,-0.0232298903280485,0.034243768133758,0.00886593340837481,-0.0950200001293014,-0.184506628780258,-0.0563356197457213,-0.0399536538112604,0.0448942905209438,-0.147794391243319,-0.455597855227438
"100","T4b",-0.183851086971027,-0.291706958909948,-0.490315853013665,-0.136696574164461,-0.0904799950348997,-0.0755053025776477,0.0349240508302634,-0.0717904541378533,0.034743602235666,-0.139340504872308,0.0751171726561949,-0.00102683596455265,0.222375110236845,0.278849464339547
"101","T5b",0.155488465012917,0.468607037087839,0.0222680757509725,0.0749417056762011,-0.0188145610558536,-0.0833790852212109,-0.0508476452017623,-0.197152352599496,-0.06543553333029,-0.15359133882734,0.0300038231001881,-0.0126205629201824,0.415204982168842,0.0811028881600369
"102","T2a",-0.0643652096093152,0.0842178893139557,0.874767005706201,0.146895574272805,0.0958405552992241,0.0697456593552876,0.11018438359708,0.0140766652909191,-0.0222033203095126,0.0720078049599479,-0.00723031647792712,0.0115868781116109,0.0812772633434932,-0.0197435806202755
"103","T1b",-0.126294474451067,-0.0676431500480083,0.239902353863685,-0.127063010401279,0.0557542680550705,-0.0079532440897498,-0.0510736234302568,-0.107167712002918,-0.180752355461817,-0.00220831949851052,0.0831072482121946,0.0546146461043259,-0.0633350622780704,-0.162897241657956
"104","T7b",0.0716173836847808,-0.0225021158861242,-0.0681954223616854,-0.410519608910336,-0.0331082261164362,0.0671905572892656,-0.105290449629082,0.0789113614938142,0.0700472606890549,-0.422515772237192,0.0466639215348161,-0.0463975102068941,-0.489317730022779,-0.186298056051176
