dates,sea_level
2002-11-08,-0.5098770260810852
2002-11-09,-0.5045504570007324
2002-11-10,-0.4790242910385132
2002-11-11,-0.4727081954479218
2002-11-12,-0.4817550778388977
2002-11-13,-0.4857365489006042
2002-11-14,-0.4912640452384949
2002-11-15,-0.5184227228164673
2002-11-16,-0.5196605920791626
2002-11-17,-0.5033712983131409
2002-11-18,-0.4875968098640442
2002-11-19,-0.4783874154090881
2002-11-20,-0.4579415619373322
2002-11-21,-0.4532018005847931
2002-11-22,-0.45840069651603704
2002-11-23,-0.4591253399848938
2002-11-24,-0.4605243504047394
2002-11-25,-0.4675731062889099
2002-11-26,-0.4689563512802124
2002-11-27,-0.469786524772644
2002-11-28,-0.4706437587738037
2002-11-29,-0.4805554151535034
2002-11-30,-0.484696239233017
2002-12-01,-0.4997569918632507
2002-12-02,-0.5095226764678955
2002-12-03,-0.5035170316696167
2002-12-04,-0.5093100070953369
2002-12-05,-0.4998545050621033
2002-12-06,-0.4932233989238739
2002-12-07,-0.4954251348972321
2002-12-08,-0.4913043975830078
2002-12-09,-0.4841837584972382
2002-12-10,-0.4862013757228851
2002-12-11,-0.4706622064113617
2002-12-12,-0.4683890640735626
2002-12-13,-0.469575822353363
2002-12-14,-0.4700628519058228
2002-12-15,-0.4572279155254364
2002-12-16,-0.482206255197525
2002-12-17,-0.4904901087284088
2002-12-18,-0.454871416091919
2002-12-19,-0.4675453901290894
2002-12-20,-0.4790894985198975
2002-12-21,-0.4701487421989441
2002-12-22,-0.4418677091598511
2002-12-23,-0.4567782580852509
2002-12-24,-0.4643981754779816
2002-12-25,-0.47515776753425604
2002-12-26,-0.4803750216960907
2002-12-27,-0.4920561611652374
2002-12-28,-0.4934466779232025
2002-12-29,-0.4883640110492706
2002-12-30,-0.4794215857982636
2002-12-31,-0.481368213891983
