Date,Height,U-component,V-component
2003-04-11,0.7978000000000001,-0.38930000000000003,0.19140000000000001
2003-04-12,0.8047000000000001,-0.4183,0.1831
2003-04-13,0.8123,-0.45530000000000004,0.1791
2003-04-14,0.8157000000000001,-0.47190000000000004,0.1824
2003-04-15,0.8193,-0.504,0.18430000000000002
2003-04-16,0.8229000000000001,-0.5243,0.1705
2003-04-17,0.8284,-0.5412,0.15480000000000002
2003-04-18,0.8306,-0.5499,0.1447
2003-04-19,0.8324,-0.5643,0.1143
2003-04-20,0.8327,-0.5796,0.1116
2003-04-21,0.8354,-0.6056,0.07640000000000001
2003-04-22,0.8341000000000001,-0.6162000000000001,0.055200000000000006
2003-04-23,0.8346,-0.6222,0.0327
2003-04-24,0.8305,-0.6421,0.0187
2003-04-25,0.8283,-0.642,-0.0053
2003-04-26,0.8232,-0.6364000000000001,-0.027
2003-04-27,0.8224,-0.6401,-0.068
2003-04-28,0.8155,-0.6361,-0.0805
2003-04-29,0.8092,-0.6335000000000001,-0.1051
2003-04-30,0.804,-0.6372,-0.1258
2003-05-01,0.7962,-0.6408,-0.1359
2003-05-02,0.7881,-0.6437,-0.139
2003-05-03,0.7775000000000001,-0.6238,-0.1327
2003-05-04,0.7702,-0.614,-0.1298
2003-05-05,0.7589,-0.5822,-0.1148
2003-05-06,0.7507,-0.5672,-0.09730000000000001
2003-05-07,0.7418,-0.5373,-0.078
2003-05-08,0.7375,-0.529,-0.048400000000000006
2003-05-09,0.7297,-0.5012,-0.028
2003-05-10,0.7242000000000001,-0.4782,-0.0074
2003-05-11,0.7174,-0.46080000000000004,0.0253
2003-05-12,0.7117,-0.43970000000000004,0.0716
2003-05-13,0.7078,-0.4228,0.09580000000000001
2003-05-14,0.7047,-0.4133,0.13240000000000002
2003-05-15,0.7005,-0.3962,0.1925
2003-05-16,0.7004,-0.3815,0.2218
2003-05-17,0.6996,-0.3754,0.2459
2003-05-18,0.6997,-0.3639,0.2783
2003-05-19,0.7035,-0.3577,0.3054
2003-05-20,0.7044,-0.3433,0.3327
2003-05-21,0.7096,-0.31520000000000004,0.3463
2003-05-22,0.7138,-0.3148,0.3582
2003-05-23,0.7176,-0.2847,0.367
2003-05-24,0.7222000000000001,-0.2702,0.3511
2003-05-25,0.7274,-0.2649,0.34750000000000003
2003-05-26,0.7341000000000001,-0.2452,0.34700000000000003
2003-05-27,0.7382000000000001,-0.2416,0.3194
2003-05-28,0.7424000000000001,-0.21980000000000002,0.30460000000000004
2003-05-29,0.7474000000000001,-0.21480000000000002,0.2791
2003-05-30,0.749,-0.2116,0.2564
2003-05-31,0.7521,-0.20040000000000002,0.2255
2003-06-01,0.756,-0.19990000000000002,0.17500000000000002
2003-06-02,0.756,-0.1865,0.1535
2003-06-03,0.7563000000000001,-0.18580000000000002,0.13720000000000002
2003-06-04,0.7549,-0.2,0.1282
2003-06-05,0.7543000000000001,-0.2058,0.09530000000000001
2003-06-06,0.7536,-0.21300000000000002,0.0912
2003-06-07,0.7532,-0.21400000000000002,0.067
2003-06-08,0.7525000000000001,-0.21960000000000002,0.0424
2003-06-09,0.7504000000000001,-0.2117,0.017400000000000002
2003-06-10,0.7491,-0.2132,-0.016
2003-06-11,0.7435,-0.1998,-0.0362
2003-06-12,0.7365,-0.21730000000000002,-0.06430000000000001
2003-06-13,0.7314,-0.21760000000000002,-0.0649
2003-06-14,0.7250000000000001,-0.20980000000000001,-0.0568
2003-06-15,0.7196,-0.18630000000000002,-0.07150000000000001
2003-06-16,0.7121000000000001,-0.1602,-0.0863
2003-06-17,0.7062,-0.1312,-0.10070000000000001
2003-06-18,0.6972,-0.09720000000000001,-0.0886
2003-06-19,0.6923,-0.0687,-0.09090000000000001
2003-06-20,0.6858000000000001,-0.0504,-0.0849
2003-06-21,0.6788000000000001,-0.013300000000000001,-0.0718
2003-06-22,0.6717000000000001,0.024,-0.0466
2003-06-23,0.6693,0.048,-0.0262
2003-06-24,0.6663,0.0655,-0.0058000000000000005
2003-06-25,0.663,0.0752,0.022500000000000003
2003-06-26,0.66,0.0858,0.0323
2003-06-27,0.6572,0.1139,0.0431
2003-06-28,0.6553,0.12050000000000001,0.0898
2003-06-29,0.6536000000000001,0.1308,0.109
2003-06-30,0.6559,0.1246,0.1038
2003-07-01,0.6594,0.11960000000000001,0.0974
2003-07-02,0.6632,0.1097,0.091
2003-07-03,0.6656000000000001,0.10110000000000001,0.08560000000000001
2003-07-04,0.6669,0.11370000000000001,0.0813
2003-07-05,0.6687000000000001,0.083,0.0731
2003-07-06,0.6714,0.0608,0.08510000000000001
2003-07-07,0.6726000000000001,0.043300000000000005,0.0879
2003-07-08,0.6757000000000001,0.027600000000000003,0.0699
2003-07-09,0.6754,0.035,0.0716
2003-07-10,0.6765,0.0162,0.07
2003-07-11,0.677,0.018000000000000002,0.0738
2003-07-12,0.68,0.013600000000000001,0.0688
2003-07-13,0.6797000000000001,0.0357,0.06520000000000001
2003-07-14,0.6777000000000001,0.039,0.08310000000000001
2003-07-15,0.6771,0.06720000000000001,0.0971
2003-07-16,0.6809000000000001,0.0611,0.11120000000000001
2003-07-17,0.687,0.0685,0.1274
2003-07-18,0.6938000000000001,0.085,0.12050000000000001
2003-07-19,0.6982,0.084,0.1184
2003-07-20,0.7047,0.0847,0.1183
2003-07-21,0.7096,0.08410000000000001,0.116
2003-07-22,0.7156,0.0653,0.1076
2003-07-23,0.7221000000000001,0.0613,0.0915
2003-07-24,0.7243,0.0459,0.0877
2003-07-25,0.7296,0.034300000000000004,0.0721
2003-07-26,0.7339,0.017400000000000002,0.0451
2003-07-27,0.7346,0.005200000000000001,0.042800000000000005
2003-07-28,0.7388,0.004,0.039400000000000004
2003-07-29,0.7409,0.0036000000000000003,0.029900000000000003
2003-07-30,0.7429,-0.010400000000000001,0.0218
2003-07-31,0.746,-0.016800000000000002,-0.0025
2003-08-01,0.7447,-0.0329,0.0008
2003-08-02,0.7487,-0.028900000000000002,-0.0181
2003-08-03,0.7494000000000001,-0.0431,-0.011000000000000001
2003-08-04,0.7499,-0.0669,-0.0247
2003-08-05,0.7502000000000001,-0.062400000000000004,-0.0304
2003-08-06,0.7473000000000001,-0.06620000000000001,-0.037700000000000004
2003-08-07,0.748,-0.0674,-0.060200000000000004
2003-08-08,0.7442000000000001,-0.06520000000000001,-0.0684
2003-08-09,0.7404000000000001,-0.057600000000000005,-0.0835
2003-08-10,0.7365,-0.0444,-0.0889
2003-08-11,0.7283000000000001,-0.040600000000000004,-0.09190000000000001
2003-08-12,0.7231000000000001,-0.0511,-0.1218
2003-08-13,0.7199,-0.051500000000000004,-0.1355
2003-08-14,0.7153,-0.034800000000000005,-0.1587
2003-08-15,0.7084,-0.033600000000000005,-0.1625
2003-08-16,0.7022,-0.0352,-0.1728
2003-08-17,0.6945,-0.0529,-0.1602
2003-08-18,0.6913,-0.050100000000000006,-0.1706
2003-08-19,0.6848000000000001,-0.0623,-0.1481
2003-08-20,0.681,-0.0693,-0.1385
2003-08-21,0.6791,-0.0733,-0.13240000000000002
2003-08-22,0.6769000000000001,-0.0835,-0.12050000000000001
2003-08-23,0.6741,-0.092,-0.1086
2003-08-24,0.6722,-0.0824,-0.097
2003-08-25,0.6749,-0.0858,-0.0854
2003-08-26,0.6753,-0.0881,-0.0604
2003-08-27,0.6777000000000001,-0.0839,-0.058600000000000006
2003-08-28,0.6782,-0.07740000000000001,-0.052500000000000005
2003-08-29,0.6825,-0.0698,-0.0545
2003-08-30,0.6846,-0.07150000000000001,-0.0455
2003-08-31,0.6857000000000001,-0.0441,-0.026500000000000003
2003-09-01,0.6899000000000001,-0.0253,-0.0262
2003-09-02,0.6937,-0.0015,-0.0216
2003-09-03,0.6952,0.0268,-0.0279
2003-09-04,0.6917,0.0543,-0.0241
2003-09-05,0.6914,0.0809,-0.0166
2003-09-06,0.6930000000000001,0.1029,-0.013300000000000001
2003-09-07,0.6910000000000001,0.1345,-0.0078000000000000005
2003-09-08,0.6886,0.1588,0.0092
2003-09-09,0.6883,0.1694,0.0047
2003-09-10,0.6865,0.1794,0.0074
2003-09-11,0.683,0.1915,-0.0038
2003-09-12,0.6824,0.22490000000000002,-0.017400000000000002
2003-09-13,0.6803,0.23650000000000002,-0.0167
2003-09-14,0.6759000000000001,0.24230000000000002,0.0135
2003-09-15,0.6766,0.2661,-0.0026000000000000003
2003-09-16,0.676,0.2822,-0.009000000000000001
2003-09-17,0.674,0.3084,-0.016
2003-09-18,0.6748000000000001,0.33340000000000003,-0.0275
2003-09-19,0.6772,0.3487,-0.0347
2003-09-20,0.6764,0.3685,-0.0359
2003-09-21,0.6783,0.39030000000000004,-0.032
2003-09-22,0.6838000000000001,0.39840000000000003,-0.0227
2003-09-23,0.6833,0.4002,-0.028
2003-09-24,0.6836,0.4169,-0.024800000000000003
2003-09-25,0.6819000000000001,0.4126,-0.0378
2003-09-26,0.6799000000000001,0.3904,-0.0434
2003-09-27,0.6774,0.3617,-0.0614
2003-09-28,0.6739,0.34140000000000004,-0.0626
2003-09-29,0.6656000000000001,0.3254,-0.047400000000000005
2003-09-30,0.6596000000000001,0.2998,-0.0548
2003-10-01,0.6541,0.268,-0.050100000000000006
2003-10-02,0.6468,0.2519,-0.042100000000000005
2003-10-03,0.6372,0.2446,-0.023700000000000002
2003-10-04,0.626,0.234,-0.0115
2003-10-05,0.6197,0.2136,-0.0219
2003-10-06,0.6128,0.187,-0.012400000000000001
2003-10-07,0.6033000000000001,0.18660000000000002,0.0095
2003-10-08,0.5971000000000001,0.1661,0.0028
2003-10-09,0.5922000000000001,0.1535,0.01
2003-10-10,0.5878,0.1373,0.0081
2003-10-11,0.5855,0.11570000000000001,0.024300000000000002
2003-10-12,0.5834,0.1092,0.0239
2003-10-13,0.5818,0.1086,0.030100000000000002
2003-10-14,0.5824,0.10310000000000001,0.028200000000000003
2003-10-15,0.5813,0.09380000000000001,0.0367
2003-10-16,0.5798,0.0927,0.023700000000000002
2003-10-17,0.5766,0.09430000000000001,0.0098
2003-10-18,0.5752,0.0872,0.0091
2003-10-19,0.5738,0.0941,-0.0023
2003-10-20,0.5736,0.1051,-0.007
2003-10-21,0.5750000000000001,0.1073,-0.019200000000000002
2003-10-22,0.5768,0.1092,-0.019200000000000002
2003-10-23,0.5785,0.1134,-0.013800000000000002
2003-10-24,0.5834,0.1245,-0.0184
2003-10-25,0.5861000000000001,0.1336,-0.019200000000000002
2003-10-26,0.5892000000000001,0.158,-0.0322
2003-10-27,0.5922000000000001,0.1689,-0.038
2003-10-28,0.5924,0.189,-0.037200000000000004
2003-10-29,0.5919,0.20370000000000002,-0.032600000000000004
2003-10-30,0.5931000000000001,0.2134,-0.032600000000000004
2003-10-31,0.5934,0.2338,-0.0315
2003-11-01,0.5958,0.2341,-0.035300000000000005
2003-11-02,0.5961000000000001,0.2469,-0.0251
2003-11-03,0.597,0.2707,-0.023200000000000002
2003-11-04,0.5989,0.2858,-0.0408
2003-11-05,0.5978,0.2932,-0.034300000000000004
2003-11-06,0.5978,0.30820000000000003,-0.033800000000000004
2003-11-07,0.5993,0.3215,-0.06620000000000001
2003-11-08,0.5955,0.337,-0.0405
2003-11-09,0.5930000000000001,0.33490000000000003,-0.038200000000000005
2003-11-10,0.5917,0.34440000000000004,-0.0439
2003-11-11,0.5886,0.3644,-0.029300000000000003
2003-11-12,0.5854,0.3713,-0.0105
2003-11-13,0.5839,0.3896,-0.009000000000000001
2003-11-14,0.5809000000000001,0.39580000000000004,0.0019
2003-11-15,0.5817,0.4036,0.007500000000000001
2003-11-16,0.5804,0.4076,0.0318
2003-11-17,0.5762,0.4158,0.0589
2003-11-18,0.5763,0.4227,0.093
2003-11-19,0.5771000000000001,0.41960000000000003,0.1024
2003-11-20,0.5789000000000001,0.4147,0.0969
2003-11-21,0.5815,0.40540000000000004,0.1039
2003-11-22,0.5828,0.39440000000000003,0.1075
2003-11-23,0.5842,0.3826,0.1252
2003-11-24,0.5822,0.3662,0.1342
2003-11-25,0.5845,0.34390000000000004,0.1184
2003-11-26,0.5869,0.3178,0.0978
2003-11-27,0.5854,0.30010000000000003,0.0917
2003-11-28,0.5841000000000001,0.2755,0.0775
2003-11-29,0.5826,0.2411,0.0682
2003-11-30,0.5786,0.24400000000000002,0.0604
2003-12-01,0.5754,0.22840000000000002,0.046700000000000005
2003-12-02,0.5714,0.1995,0.050800000000000005
2003-12-03,0.5656,0.1884,0.0424
2003-12-04,0.5621,0.1837,0.0495
2003-12-05,0.5541,0.1562,0.068
2003-12-06,0.5526,0.1535,0.058600000000000006
2003-12-07,0.5503,0.1409,0.061500000000000006
2003-12-08,0.5463,0.1305,0.06520000000000001
2003-12-09,0.5444,0.1033,0.068
2003-12-10,0.5413,0.0964,0.0847
2003-12-11,0.5382,0.07150000000000001,0.1114
2003-12-12,0.5356000000000001,0.0603,0.1396
2003-12-13,0.5366000000000001,0.042800000000000005,0.14800000000000002
2003-12-14,0.5376000000000001,0.0318,0.1512
2003-12-15,0.539,0.030000000000000002,0.15860000000000002
2003-12-16,0.5427000000000001,0.036500000000000005,0.1545
2003-12-17,0.5428000000000001,0.0361,0.1718
2003-12-18,0.5461,0.030500000000000003,0.19060000000000002
2003-12-19,0.548,0.043000000000000003,0.1918
2003-12-20,0.5529000000000001,0.0448,0.19260000000000002
2003-12-21,0.5584,0.0504,0.19720000000000001
2003-12-22,0.5617,0.06570000000000001,0.2038
2003-12-23,0.5668000000000001,0.08020000000000001,0.22060000000000002
2003-12-24,0.5717,0.0883,0.2225
2003-12-25,0.5776,0.10020000000000001,0.22060000000000002
2003-12-26,0.5828,0.1073,0.231
2003-12-27,0.5879,0.11460000000000001,0.2484
2003-12-28,0.5938,0.11220000000000001,0.24080000000000001
2003-12-29,0.5999,0.1015,0.2401
2003-12-30,0.6063000000000001,0.09860000000000001,0.233
2003-12-31,0.6123000000000001,0.0782,0.23140000000000002
2004-01-01,0.6151,0.07350000000000001,0.226
2004-01-02,0.6193000000000001,0.0609,0.2227
2004-01-03,0.6224000000000001,0.053700000000000005,0.2177
2004-01-04,0.6267,0.0442,0.2026
2004-01-05,0.6273000000000001,0.038200000000000005,0.19820000000000002
2004-01-06,0.6286,0.028800000000000003,0.1852
2004-01-07,0.6316,0.0108,0.1709
2004-01-08,0.632,0.019700000000000002,0.158
2004-01-09,0.631,0.0039000000000000003,0.1444
2004-01-10,0.6286,0.0143,0.1514
2004-01-11,0.6274000000000001,0.020200000000000003,0.1413
2004-01-12,0.6282,0.0286,0.14020000000000002
2004-01-13,0.6292,0.027,0.1537
2004-01-14,0.6318,0.0333,0.1573
2004-01-15,0.6364000000000001,0.0238,0.16290000000000002
2004-01-16,0.6398,0.0251,0.17500000000000002
2004-01-17,0.6435000000000001,0.0228,0.189
2004-01-18,0.649,0.012400000000000001,0.2137
2004-01-19,0.6544,0.0083,0.2316
2004-01-20,0.6612,-0.0122,0.24350000000000002
2004-01-21,0.6703,-0.0233,0.23800000000000002
2004-01-22,0.6766,-0.0298,0.2295
2004-01-23,0.683,-0.0361,0.2142
2004-01-24,0.6888000000000001,-0.035,0.1912
2004-01-25,0.6931,-0.0374,0.1746
2004-01-26,0.6969000000000001,-0.0356,0.1517
2004-01-27,0.6985,-0.042800000000000005,0.13490000000000002
2004-01-28,0.6967,-0.0363,0.1091
2004-01-29,0.6939000000000001,-0.035500000000000004,0.0854
2004-01-30,0.6883,-0.0252,0.0753
2004-01-31,0.6823,-0.0193,0.0562
2004-02-01,0.678,-0.0143,0.043000000000000003
2004-02-02,0.6742,-0.015000000000000001,0.038700000000000005
2004-02-03,0.6716000000000001,-0.026500000000000003,0.0302
2004-02-04,0.6689,-0.0217,0.024900000000000002
2004-02-05,0.6648000000000001,-0.0205,0.0257
2004-02-06,0.6614,-0.020200000000000003,0.0327
2004-02-07,0.6586000000000001,-0.016900000000000002,0.0264
2004-02-08,0.658,-0.008400000000000001,0.0333
2004-02-09,0.6577000000000001,-0.0091,0.0204
2004-02-10,0.6599,-0.015600000000000001,0.0264
2004-02-11,0.662,-0.019,0.028200000000000003
2004-02-12,0.6649,-0.012700000000000001,0.0219
2004-02-13,0.6667000000000001,-0.013300000000000001,0.0256
2004-02-14,0.6692,-0.0125,0.022500000000000003
2004-02-15,0.6718000000000001,-0.021500000000000002,0.0171
2004-02-16,0.6748000000000001,-0.0245,0.009300000000000001
2004-02-17,0.6795,-0.028900000000000002,0.0131
2004-02-18,0.6827000000000001,-0.029400000000000003,0.0176
2004-02-19,0.6853,-0.0366,0.0155
2004-02-20,0.6885,-0.0391,0.0142
2004-02-21,0.6915,-0.0419,0.010400000000000001
2004-02-22,0.6950000000000001,-0.0632,0.0085
2004-02-23,0.6979000000000001,-0.058100000000000006,0.0099
2004-02-24,0.7007,-0.0655,0.010700000000000001
2004-02-25,0.7027,-0.06760000000000001,0.0092
2004-02-26,0.7034,-0.060200000000000004,0.0123
2004-02-27,0.7047,-0.055400000000000005,0.0108
2004-02-28,0.7070000000000001,-0.0611,0.022600000000000002
2004-02-29,0.7101000000000001,-0.06520000000000001,0.0216
2004-03-01,0.7120000000000001,-0.0582,0.025900000000000003
2004-03-02,0.7150000000000001,-0.0533,0.0361
2004-03-03,0.7192000000000001,-0.0548,0.042100000000000005
2004-03-04,0.7236,-0.0523,0.0514
2004-03-05,0.7289,-0.056400000000000006,0.056600000000000004
2004-03-06,0.7343000000000001,-0.07,0.0644
2004-03-07,0.7405,-0.055900000000000005,0.0563
2004-03-08,0.7452000000000001,-0.062,0.058600000000000006
2004-03-09,0.7517,-0.0587,0.06570000000000001
2004-03-10,0.7588,-0.0631,0.0655
2004-03-11,0.7666000000000001,-0.0603,0.06280000000000001
2004-03-12,0.7727,-0.0673,0.058600000000000006
2004-03-13,0.7784000000000001,-0.0703,0.0644
2004-03-14,0.785,-0.0775,0.054400000000000004
2004-03-15,0.7908000000000001,-0.0811,0.0425
2004-03-16,0.7973,-0.1046,0.035
2004-03-17,0.804,-0.1345,0.038200000000000005
2004-03-18,0.8083,-0.15760000000000002,0.024200000000000003
2004-03-19,0.8131,-0.17980000000000002,0.0222
2004-03-20,0.8143,-0.1895,0.0279
2004-03-21,0.8161,-0.20450000000000002,0.0162
2004-03-22,0.8174,-0.2293,-0.0015
2004-03-23,0.8193,-0.24980000000000002,-0.012100000000000001
2004-03-24,0.8176,-0.2558,-0.012400000000000001
2004-03-25,0.8141,-0.27,-0.012100000000000001
2004-03-26,0.8099000000000001,-0.27240000000000003,-0.0235
2004-03-27,0.8057000000000001,-0.26930000000000004,-0.042
2004-03-28,0.8024,-0.24980000000000002,-0.053500000000000006
2004-03-29,0.7983,-0.2303,-0.065
2004-03-30,0.7938000000000001,-0.194,-0.06910000000000001
2004-03-31,0.7897000000000001,-0.17950000000000002,-0.0758
2004-04-01,0.7857000000000001,-0.1655,-0.0762
2004-04-02,0.7829,-0.1423,-0.0738
2004-04-03,0.7795000000000001,-0.1358,-0.061500000000000006
2004-04-04,0.7807000000000001,-0.1396,-0.0587
2004-04-05,0.7805000000000001,-0.13140000000000002,-0.046400000000000004
2004-04-06,0.783,-0.1396,-0.033
2004-04-07,0.7824,-0.1474,-0.0102
2004-04-08,0.7875000000000001,-0.163,0.009000000000000001
2004-04-09,0.7911,-0.1842,0.028900000000000002
2004-04-10,0.7962,-0.21280000000000002,0.038200000000000005
2004-04-11,0.804,-0.2273,0.038900000000000004
2004-04-12,0.8048000000000001,-0.2566,0.06430000000000001
2004-04-13,0.8094,-0.2801,0.0545
2004-04-14,0.8190000000000001,-0.3085,0.0402
2004-04-15,0.8229000000000001,-0.32530000000000003,0.038700000000000005
2004-04-16,0.8253,-0.338,0.028200000000000003
2004-04-17,0.8277,-0.3478,0.0341
2004-04-18,0.8301000000000001,-0.35350000000000004,0.0352
2004-04-19,0.8293,-0.34590000000000004,0.030600000000000002
2004-04-20,0.8309000000000001,-0.3393,0.037000000000000005
2004-04-21,0.8307,-0.3383,0.0398
2004-04-22,0.8295,-0.3085,0.0337
2004-04-23,0.8276,-0.2901,0.027800000000000002
2004-04-24,0.8241,-0.26280000000000003,0.0123
2004-04-25,0.8211,-0.2381,0.010100000000000001
2004-04-26,0.8175,-0.2187,-0.0068000000000000005
2004-04-27,0.8146,-0.2079,-0.017
2004-04-28,0.81,-0.199,-0.0135
2004-04-29,0.8049000000000001,-0.1844,-0.0181
2004-04-30,0.7978000000000001,-0.1716,-0.0281
2004-05-01,0.7929,-0.16640000000000002,-0.038400000000000004
2004-05-02,0.7855000000000001,-0.1456,-0.0339
2004-05-03,0.7765000000000001,-0.1383,-0.0352
2004-05-04,0.7695000000000001,-0.13440000000000002,-0.031400000000000004
2004-05-05,0.7634000000000001,-0.136,-0.028200000000000003
2004-05-06,0.7544000000000001,-0.12000000000000001,-0.0078000000000000005
2004-05-07,0.7501,-0.116,0.0058000000000000005
2004-05-08,0.7452000000000001,-0.11510000000000001,0.0285
2004-05-09,0.7413000000000001,-0.10600000000000001,0.0665
2004-05-10,0.74,-0.11330000000000001,0.0741
2004-05-11,0.7376,-0.1017,0.1032
2004-05-12,0.7387,-0.0981,0.1206
2004-05-13,0.7391000000000001,-0.0917,0.14730000000000001
2004-05-14,0.7408,-0.0723,0.1859
2004-05-15,0.7456,-0.07,0.2059
2004-05-16,0.7505000000000001,-0.0431,0.22660000000000002
2004-05-17,0.7575000000000001,-0.0458,0.2469
2004-05-18,0.7643000000000001,-0.0388,0.2652
2004-05-19,0.7737,-0.049300000000000004,0.2914
2004-05-20,0.7831,-0.0264,0.31010000000000004
2004-05-21,0.7925000000000001,-0.0207,0.32070000000000004
2004-05-22,0.8036000000000001,-0.029900000000000003,0.33580000000000004
2004-05-23,0.8150000000000001,-0.028900000000000002,0.3446
2004-05-24,0.8251000000000001,-0.0346,0.3554
2004-05-25,0.8366,-0.0212,0.3662
2004-05-26,0.8464,-0.0066,0.3659
2004-05-27,0.8561000000000001,0.013900000000000001,0.3622
2004-05-28,0.8659,0.0125,0.342
2004-05-29,0.8737,-0.0053,0.3305
2004-05-30,0.8827,-0.022500000000000003,0.3186
2004-05-31,0.8918,-0.0539,0.2937
2004-06-01,0.9037000000000001,-0.0729,0.25570000000000004
2004-06-02,0.9117000000000001,-0.09480000000000001,0.2155
2004-06-03,0.9154,-0.11040000000000001,0.18780000000000002
2004-06-04,0.922,-0.1267,0.1434
2004-06-05,0.9244,-0.1502,0.11710000000000001
2004-06-06,0.9269000000000001,-0.1781,0.0724
