Date,Height,U-component,V-component,gap_1,gap_2,gap_3,gap_4,gap_5,gap_6,gap_7,gap
2003-01-31,0.7152000000000001,-0.0987,0.0376,0.7152000000000001,0.7152000000000001,0.7152000000000001,0.7152000000000001,0.7152000000000001,0.7152000000000001,0.7152000000000001,0.7152000000000001
2003-02-01,0.7196,-0.0934,0.0413,0.7196,0.7196,0.7196,0.7196,0.7196,0.7196,0.7196,0.7196
2003-02-02,0.7231000000000001,-0.08710000000000001,0.0395,0.7231000000000001,0.7231000000000001,0.7231000000000001,0.7231000000000001,0.7231000000000001,0.7231000000000001,0.7231000000000001,0.7231000000000001
2003-02-03,0.7258,-0.083,0.043,0.7258,0.7258,0.7258,0.7258,0.7258,0.7258,0.7258,0.7258
2003-02-04,0.73,-0.0834,0.0431,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73
2003-02-05,0.7324,-0.06960000000000001,0.049,0.7324,0.7324,0.7324,0.7324,0.7324,0.7324,0.7324,0.7324
2003-02-06,0.7369,-0.06330000000000001,0.0531,0.7369,0.7369,0.7369,0.7369,0.7369,0.7369,0.7369,0.7369
2003-02-07,0.7393000000000001,-0.0527,0.0506,0.7393000000000001,0.7393000000000001,0.7393000000000001,0.7393000000000001,0.7393000000000001,0.7393000000000001,0.7393000000000001,0.7393000000000001
2003-02-08,0.7453000000000001,-0.07150000000000001,0.0625,0.7453000000000001,0.7453000000000001,0.7453000000000001,0.7453000000000001,0.7453000000000001,0.7453000000000001,0.7453000000000001,0.7453000000000001
2003-02-09,0.7499,-0.06150000000000001,0.0627,0.7499,0.7499,0.7499,0.7499,0.7499,0.7499,0.7499,0.7499
2003-02-10,0.755,-0.0522,0.0653,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755
2003-02-11,0.7588,-0.0502,0.0828,0.7588,0.7588,0.7588,0.7588,0.7588,0.7588,0.7588,0.7588
2003-02-12,0.7621,-0.0372,0.0867,0.7621,0.7621,0.7621,0.7621,0.7621,0.7621,0.7621,0.7621
2003-02-13,0.7651,-0.0403,0.0873,0.7651,0.7651,0.7651,0.7651,0.7651,0.7651,0.7651,0.7651
2003-02-14,0.7637,-0.0192,0.0965,0.7637,0.7637,0.7637,0.7637,0.7637,0.7637,0.7637,0.7637
2003-02-15,0.7686000000000001,-0.0101,0.1127,0.7686000000000001,0.7686000000000001,0.7686000000000001,0.7686000000000001,0.7686000000000001,0.7686000000000001,0.7686000000000001,0.7686000000000001
2003-02-16,0.7716000000000001,-0.0056,0.1162,0.7716000000000001,0.7716000000000001,0.7716000000000001,0.7716000000000001,0.7716000000000001,0.7716000000000001,0.7716000000000001,0.7716000000000001
2003-02-17,0.7746000000000001,-0.0166,0.114,0.7746000000000001,0.7746000000000001,0.7746000000000001,0.7746000000000001,0.7746000000000001,0.7746000000000001,0.7746000000000001,0.7746000000000001
2003-02-18,0.7774000000000001,-0.0058000000000000005,0.1204,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001
2003-02-19,0.7807000000000001,-0.0198,0.1249,0.7807000000000001,0.7807000000000001,0.7807000000000001,0.7807000000000001,0.7807000000000001,0.7807000000000001,0.7807000000000001,0.7807000000000001
2003-02-20,0.7853,-0.0253,0.1297,0.7853,0.7853,0.7853,0.7853,0.7853,0.7853,0.7853,0.7853
2003-02-21,0.7888000000000001,-0.0419,0.1316,0.7888000000000001,0.7888000000000001,0.7888000000000001,0.7888000000000001,0.7888000000000001,0.7888000000000001,0.7888000000000001,0.7888000000000001
2003-02-22,0.79,-0.07440000000000001,0.1209,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
2003-02-23,0.7883,-0.1099,0.1087,0.7883,0.7883,0.7883,0.7883,0.7883,0.7883,0.7883,0.7883
2003-02-24,0.7914,-0.1618,0.099,0.7914,0.7914,0.7914,0.7914,0.7914,0.7914,0.7914,0.7914
2003-02-25,0.7933,-0.1943,0.092,0.7933,0.7933,0.7933,0.7933,0.7933,0.7933,0.7933,0.7933
2003-02-26,0.7915000000000001,-0.2268,0.0632,0.7915000000000001,0.7915000000000001,0.7915000000000001,0.7915000000000001,0.7915000000000001,0.7915000000000001,0.7915000000000001,0.7915000000000001
2003-02-27,0.7898000000000001,-0.2617,0.0481,0.7898000000000001,0.7898000000000001,0.7898000000000001,0.7898000000000001,0.7898000000000001,0.7898000000000001,0.7898000000000001,0.7898000000000001
2003-02-28,0.7896000000000001,-0.2879,0.0417,0.7896000000000001,0.7896000000000001,0.7896000000000001,0.7896000000000001,0.7896000000000001,0.7896000000000001,0.7896000000000001,0.7896000000000001
2003-03-01,0.7903,-0.3165,0.035300000000000005,0.7903,0.7903,0.7903,0.7903,0.7903,0.7903,0.7903,0.7903
2003-03-02,0.7897000000000001,-0.3423,0.032100000000000004,0.7897000000000001,0.7897000000000001,0.7897000000000001,0.7897000000000001,0.7897000000000001,0.7897000000000001,0.7897000000000001,0.7897000000000001
2003-03-03,0.7881,-0.3531,0.0204,0.7881,0.7881,0.7881,0.7881,0.7881,0.7881,0.7881,0.7881
2003-03-04,0.7869,-0.3758,0.008400000000000001,0.7869,0.7869,0.7869,0.7869,0.7869,0.7869,0.7869,0.7869
2003-03-05,0.7842,-0.3676,0.0187,0.7842,0.7842,0.7842,0.7842,0.7842,0.7842,0.7842,0.7842
2003-03-06,0.7859,-0.35950000000000004,0.0103,0.7859,0.7859,0.7859,0.7859,0.7859,0.7859,0.7859,0.7859
2003-03-07,0.7859999999999999,-0.3518,0.0091,0.7859999999999999,0.7859999999999999,0.7859999999999999,0.7859999999999999,0.7859999999999999,0.7859999999999999,0.7859999999999999,0.7859999999999999
2003-03-08,0.7843,-0.3341,0.0097,0.7843,0.7843,0.7843,0.7843,0.7843,0.7843,0.7843,0.7843
2003-03-09,0.7824,-0.32299999999999995,0.0028,0.7824,0.7824,0.7824,0.7824,0.7824,0.7824,0.7824,0.7824
2003-03-10,0.7844,-0.3055,-0.0014,0.7844,0.7844,0.7844,0.7844,0.7844,0.7844,0.7844,0.7844
2003-03-11,0.7831,-0.2854,-0.0064,0.7831,0.7831,0.7831,0.7831,0.7831,0.7831,0.7831,0.7831
2003-03-12,0.7822,-0.2684,0.0016,0.7822,0.7822,0.7822,0.7822,0.7822,0.7822,0.7822,0.7822
2003-03-13,0.7812,-0.2458,0.0058000000000000005,0.7812,0.7812,0.7812,0.7812,0.7812,0.7812,0.7812,0.7812
2003-03-14,0.782,-0.2226,0.013,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782
2003-03-15,0.7834,-0.2129,0.0149,0.7834,0.7834,0.7834,0.7834,0.7834,0.7834,0.7834,0.7834
2003-03-16,0.7834,-0.1935,0.012,0.7834,0.7834,0.7834,0.7834,0.7834,0.7834,0.7834,0.7834
2003-03-17,0.7841,-0.1766,0.0105,0.7841,0.7841,0.7841,0.7841,0.7841,0.7841,0.7841,0.7841
2003-03-18,0.7821,-0.17450000000000002,0.0055000000000000005,0.7821,0.7821,0.7821,0.7821,0.7821,0.7821,0.7821,0.7821
2003-03-19,0.7797000000000001,-0.1527,0.0005,0.7797000000000001,0.7797000000000001,0.7797000000000001,0.7797000000000001,0.7797000000000001,0.7797000000000001,0.7797000000000001,0.7797000000000001
2003-03-20,0.7766000000000001,-0.1489,-0.0008,0.7766000000000001,0.7766000000000001,0.7766000000000001,0.7766000000000001,0.7766000000000001,0.7766000000000001,0.7766000000000001,0.7766000000000001
2003-03-21,0.7787000000000001,-0.15810000000000002,0.0048,0.7787000000000001,0.7787000000000001,0.7787000000000001,0.7787000000000001,0.7787000000000001,0.7787000000000001,0.7787000000000001,0.7787000000000001
2003-03-22,0.7767000000000001,-0.1756,0.0096,0.7767000000000001,0.7767000000000001,0.7767000000000001,0.7767000000000001,0.7767000000000001,0.7767000000000001,0.7767000000000001,0.7767000000000001
2003-03-23,0.7774000000000001,-0.1759,0.0252,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001,0.7774000000000001
2003-03-24,0.7786000000000001,-0.1835,0.0378,0.7786000000000001,0.7786000000000001,0.7786000000000001,0.7786000000000001,0.7786000000000001,0.7786000000000001,0.7786000000000001,0.7786000000000001
2003-03-25,0.7777000000000001,-0.1955,0.0495,0.7777000000000001,0.7777000000000001,0.7777000000000001,0.7777000000000001,0.7777000000000001,0.7777000000000001,0.7777000000000001,0.7777000000000001
2003-03-26,0.7753,-0.2059,0.069,0.7753,0.7753,0.7753,0.7753,0.7753,0.7753,0.7753,0.7753
2003-03-27,0.777,-0.2139,0.08170000000000001,0.777,0.777,0.777,0.777,0.777,0.777,0.777,0.777
2003-03-28,0.7778,-0.2276,0.0891,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
2003-03-29,0.7783,-0.2368,0.113,0.7783,0.7783,0.7783,0.7783,0.7783,0.7783,0.7783,0.7783
2003-03-30,0.7803,-0.2322,0.1303,0.7803,0.7803,0.7803,0.7803,0.7803,0.7803,0.7803,0.7803
2003-03-31,0.785,-0.2417,0.16770000000000002,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785
2003-04-01,0.7901,-0.2581,0.1918,0.7901,0.7901,0.7901,0.7901,0.7901,0.7901,0.7901,0.7901
2003-04-02,0.7941,-0.2772,0.1964,0.7941,0.7941,0.7941,0.7941,0.7941,0.7941,0.7941,0.7941
2003-04-03,0.8018000000000001,-0.2904,0.214,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001
2003-04-04,0.8130000000000001,-0.3174,0.2268,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001
2003-04-05,0.8197,-0.33590000000000003,0.2353,0.8197,0.8197,0.8197,0.8197,0.8197,0.8197,0.8197,0.8197
2003-04-06,0.8273,-0.3578,0.2401,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273,0.8273
2003-04-07,0.8304,-0.3926,0.2281,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304,0.8304
2003-04-08,0.8369000000000001,-0.3986,0.2297,0.8369000000000001,0.8369000000000001,0.8369000000000001,0.8369000000000001,0.8369000000000001,0.8369000000000001,0.8369000000000001,0.8369000000000001
2003-04-09,0.8446,-0.4334,0.2124,0.8446,0.8446,0.8446,0.8446,0.8446,0.8446,0.8446,0.8446
2003-04-10,0.8530000000000001,-0.4644,0.1869,0.8530000000000001,0.8530000000000001,0.8530000000000001,0.8530000000000001,0.8530000000000001,0.8530000000000001,0.8530000000000001,0.8530000000000001
2003-04-11,0.8586,-0.4952,0.1645,-100.0,0.8586,0.8586,0.8586,0.8586,0.8586,0.8586,0.8586
2003-04-12,0.86,-0.5277000000000001,0.1468,-100.0,0.86,0.86,0.86,0.86,0.86,0.86,0.86
2003-04-13,0.8598,-0.5536,0.1285,-100.0,0.8598,0.8598,0.8598,0.8598,0.8598,0.8598,0.8598
2003-04-14,0.8617,-0.5804,0.1038,-100.0,0.8617,0.8617,0.8617,0.8617,0.8617,0.8617,0.8617
2003-04-15,0.8603000000000001,-0.5984,0.0786,-100.0,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001
2003-04-16,0.8603000000000001,-0.6085,0.05830000000000001,-100.0,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001,0.8603000000000001
2003-04-17,0.8591000000000001,-0.6223000000000001,0.039900000000000005,-100.0,0.8591000000000001,0.8591000000000001,0.8591000000000001,0.8591000000000001,0.8591000000000001,0.8591000000000001,0.8591000000000001
2003-04-18,0.8545,-0.6473,0.0022,-100.0,0.8545,0.8545,0.8545,0.8545,0.8545,0.8545,0.8545
2003-04-19,0.8492000000000001,-0.649,-0.0204,-100.0,0.8492000000000001,0.8492000000000001,0.8492000000000001,0.8492000000000001,0.8492000000000001,0.8492000000000001,0.8492000000000001
2003-04-20,0.8437,-0.6504,-0.046200000000000005,-100.0,0.8437,0.8437,0.8437,0.8437,0.8437,0.8437,0.8437
2003-04-21,0.8387,-0.6532,-0.0644,0.8387,0.8387,0.8387,0.8387,0.8387,0.8387,0.8387,0.8387
2003-04-22,0.8306,-0.6491,-0.0826,0.8306,0.8306,0.8306,0.8306,0.8306,0.8306,0.8306,0.8306
2003-04-23,0.8261000000000001,-0.65,-0.1083,0.8261000000000001,0.8261000000000001,0.8261000000000001,0.8261000000000001,0.8261000000000001,0.8261000000000001,0.8261000000000001,0.8261000000000001
2003-04-24,0.8181,-0.6511,-0.1105,0.8181,0.8181,0.8181,0.8181,0.8181,0.8181,0.8181,0.8181
2003-04-25,0.8062,-0.6349,-0.1064,0.8062,0.8062,0.8062,0.8062,0.8062,0.8062,0.8062,0.8062
2003-04-26,0.7999,-0.6333000000000001,-0.1012,0.7999,0.7999,0.7999,0.7999,0.7999,0.7999,0.7999,0.7999
2003-04-27,0.7939,-0.6303000000000001,-0.0911,0.7939,0.7939,0.7939,0.7939,0.7939,0.7939,0.7939,0.7939
2003-04-28,0.7867000000000001,-0.6191,-0.07830000000000001,0.7867000000000001,0.7867000000000001,0.7867000000000001,0.7867000000000001,0.7867000000000001,0.7867000000000001,0.7867000000000001,0.7867000000000001
2003-04-29,0.7794000000000001,-0.6054,-0.0533,0.7794000000000001,0.7794000000000001,0.7794000000000001,0.7794000000000001,0.7794000000000001,0.7794000000000001,0.7794000000000001,0.7794000000000001
2003-04-30,0.7709999999999999,-0.5849,-0.033,0.7709999999999999,0.7709999999999999,0.7709999999999999,0.7709999999999999,0.7709999999999999,0.7709999999999999,0.7709999999999999,0.7709999999999999
2003-05-01,0.7659999999999999,-0.5716,0.0041,0.7659999999999999,0.7659999999999999,0.7659999999999999,0.7659999999999999,0.7659999999999999,0.7659999999999999,0.7659999999999999,0.7659999999999999
2003-05-02,0.7616,-0.5487000000000001,0.0313,0.7616,0.7616,0.7616,0.7616,0.7616,0.7616,0.7616,0.7616
2003-05-03,0.7589,-0.5322,0.0654,0.7589,0.7589,0.7589,0.7589,0.7589,0.7589,0.7589,0.7589
2003-05-04,0.7559999999999999,-0.5023,0.1073,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999
2003-05-05,0.7577,-0.4755,0.1474,0.7577,0.7577,0.7577,0.7577,0.7577,0.7577,0.7577,0.7577
2003-05-06,0.7576,-0.4453,0.1758,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576
2003-05-07,0.7588,-0.4415,0.2274,0.7588,0.7588,0.7588,0.7588,0.7588,0.7588,0.7588,0.7588
2003-05-08,0.7612,-0.4381,0.2525,0.7612,0.7612,0.7612,0.7612,0.7612,0.7612,0.7612,0.7612
2003-05-09,0.7639,-0.4084,0.2801,0.7639,0.7639,0.7639,0.7639,0.7639,0.7639,0.7639,0.7639
2003-05-10,0.7664000000000001,-0.3955,0.3183,0.7664000000000001,0.7664000000000001,0.7664000000000001,0.7664000000000001,0.7664000000000001,0.7664000000000001,0.7664000000000001,0.7664000000000001
2003-05-11,0.7692,-0.3791,0.34840000000000004,0.7692,0.7692,0.7692,0.7692,0.7692,0.7692,0.7692,0.7692
2003-05-12,0.7724000000000001,-0.365,0.3713,0.7724000000000001,0.7724000000000001,0.7724000000000001,0.7724000000000001,0.7724000000000001,0.7724000000000001,0.7724000000000001,0.7724000000000001
2003-05-13,0.7791,-0.34140000000000004,0.4013000000000001,0.7791,0.7791,0.7791,0.7791,0.7791,0.7791,0.7791,0.7791
2003-05-14,0.7861,-0.3357,0.4009,0.7861,0.7861,0.7861,0.7861,0.7861,0.7861,0.7861,0.7861
2003-05-15,0.7906000000000001,-0.3226,0.4005,0.7906000000000001,0.7906000000000001,0.7906000000000001,0.7906000000000001,0.7906000000000001,0.7906000000000001,0.7906000000000001,0.7906000000000001
2003-05-16,0.7951,-0.3206,0.4138,0.7951,0.7951,0.7951,0.7951,0.7951,0.7951,0.7951,0.7951
2003-05-17,0.7999,-0.30910000000000004,0.3981,0.7999,0.7999,0.7999,0.7999,0.7999,0.7999,0.7999,0.7999
2003-05-18,0.8018000000000001,-0.2917,0.4008000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001,0.8018000000000001
2003-05-19,0.8063,-0.2882,0.385,0.8063,0.8063,0.8063,0.8063,0.8063,0.8063,0.8063,0.8063
2003-05-20,0.81,-0.2591,0.35050000000000003,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
2003-05-21,0.8109999999999999,-0.2335,0.3289,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.8109999999999999,0.8109999999999999
2003-05-22,0.8112,-0.2254,0.2998,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112,0.8112
2003-05-23,0.8130000000000001,-0.2036,0.2723,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001,0.8130000000000001
2003-05-24,0.8152,-0.1909,0.2429,0.8152,0.8152,0.8152,0.8152,0.8152,0.8152,0.8152,0.8152
2003-05-25,0.8138000000000001,-0.1666,0.2123,0.8138000000000001,0.8138000000000001,0.8138000000000001,0.8138000000000001,0.8138000000000001,0.8138000000000001,0.8138000000000001,0.8138000000000001
2003-05-26,0.8114,-0.13240000000000002,0.1864,0.8114,0.8114,0.8114,0.8114,0.8114,0.8114,0.8114,0.8114
2003-05-27,0.8104,-0.1154,0.14850000000000002,0.8104,0.8104,0.8104,0.8104,0.8104,0.8104,0.8104,0.8104
2003-05-28,0.8059999999999999,-0.1131,0.1234,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.8059999999999999,0.8059999999999999
2003-05-29,0.8035,-0.1027,0.0941,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035,0.8035
2003-05-30,0.794,-0.08610000000000001,0.06150000000000001,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794
2003-05-31,0.7887000000000001,-0.0748,0.035,0.7887000000000001,0.7887000000000001,0.7887000000000001,0.7887000000000001,0.7887000000000001,0.7887000000000001,0.7887000000000001,0.7887000000000001
2003-06-01,0.7817000000000001,-0.0568,0.006,0.7817000000000001,0.7817000000000001,0.7817000000000001,0.7817000000000001,0.7817000000000001,0.7817000000000001,0.7817000000000001,0.7817000000000001
2003-06-02,0.7765000000000001,-0.0529,-0.024,0.7765000000000001,0.7765000000000001,0.7765000000000001,0.7765000000000001,0.7765000000000001,0.7765000000000001,0.7765000000000001,0.7765000000000001
2003-06-03,0.7704000000000001,-0.0611,-0.054200000000000005,0.7704000000000001,0.7704000000000001,0.7704000000000001,0.7704000000000001,0.7704000000000001,0.7704000000000001,0.7704000000000001,0.7704000000000001
2003-06-04,0.7622,-0.0502,-0.08370000000000001,0.7622,0.7622,0.7622,0.7622,0.7622,0.7622,0.7622,0.7622
2003-06-05,0.7546,-0.043300000000000005,-0.1053,0.7546,0.7546,0.7546,0.7546,0.7546,0.7546,0.7546,0.7546
2003-06-06,0.7494000000000001,-0.0291,-0.1199,0.7494000000000001,0.7494000000000001,0.7494000000000001,0.7494000000000001,0.7494000000000001,0.7494000000000001,0.7494000000000001,0.7494000000000001
2003-06-07,0.7406,-0.0337,-0.1468,0.7406,0.7406,0.7406,0.7406,0.7406,0.7406,0.7406,0.7406
2003-06-08,0.7336,-0.0153,-0.1625,0.7336,0.7336,0.7336,0.7336,0.7336,0.7336,0.7336,0.7336
2003-06-09,0.7256,-0.0051,-0.1793,0.7256,0.7256,0.7256,0.7256,0.7256,0.7256,0.7256,0.7256
2003-06-10,0.7167,0.0066,-0.1837,0.7167,0.7167,0.7167,0.7167,0.7167,0.7167,0.7167,0.7167
2003-06-11,0.7117,0.0281,-0.1825,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117,0.7117
2003-06-12,0.7073,0.0481,-0.1593,0.7073,0.7073,0.7073,0.7073,0.7073,0.7073,0.7073,0.7073
2003-06-13,0.7024,0.0734,-0.1461,0.7024,0.7024,0.7024,0.7024,0.7024,0.7024,0.7024,0.7024
2003-06-14,0.6960000000000001,0.0855,-0.1395,0.6960000000000001,0.6960000000000001,0.6960000000000001,0.6960000000000001,0.6960000000000001,0.6960000000000001,0.6960000000000001,0.6960000000000001
2003-06-15,0.6866,0.1067,-0.1305,0.6866,0.6866,0.6866,0.6866,0.6866,0.6866,0.6866,0.6866
2003-06-16,0.6779000000000001,0.1296,-0.1165,0.6779000000000001,0.6779000000000001,0.6779000000000001,0.6779000000000001,0.6779000000000001,0.6779000000000001,0.6779000000000001,0.6779000000000001
2003-06-17,0.6734,0.17370000000000002,-0.0957,0.6734,0.6734,0.6734,0.6734,0.6734,0.6734,0.6734,0.6734
2003-06-18,0.6701,0.192,-0.0674,0.6701,0.6701,0.6701,0.6701,0.6701,0.6701,0.6701,0.6701
2003-06-19,0.6682,0.1985,-0.0304,0.6682,0.6682,0.6682,0.6682,0.6682,0.6682,0.6682,0.6682
2003-06-20,0.6672,0.2048,-0.0095,0.6672,0.6672,0.6672,0.6672,0.6672,0.6672,0.6672,0.6672
2003-06-21,0.6659999999999999,0.2127,0.0139,0.6659999999999999,0.6659999999999999,0.6659999999999999,0.6659999999999999,0.6659999999999999,0.6659999999999999,0.6659999999999999,0.6659999999999999
2003-06-22,0.6677000000000001,0.2131,0.036500000000000005,0.6677000000000001,0.6677000000000001,0.6677000000000001,0.6677000000000001,0.6677000000000001,0.6677000000000001,0.6677000000000001,0.6677000000000001
2003-06-23,0.6727000000000001,0.2102,0.0528,0.6727000000000001,0.6727000000000001,0.6727000000000001,0.6727000000000001,0.6727000000000001,0.6727000000000001,0.6727000000000001,0.6727000000000001
2003-06-24,0.6741,0.2048,0.06910000000000001,0.6741,0.6741,0.6741,0.6741,0.6741,0.6741,0.6741,0.6741
2003-06-25,0.6764,0.1969,0.0911,0.6764,0.6764,0.6764,0.6764,0.6764,0.6764,0.6764,0.6764
2003-06-26,0.6773,0.1827,0.0987,0.6773,0.6773,0.6773,0.6773,0.6773,0.6773,0.6773,0.6773
2003-06-27,0.6794,0.1584,0.0961,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794,0.6794
2003-06-28,0.6797000000000001,0.1506,0.0848,0.6797000000000001,0.6797000000000001,0.6797000000000001,0.6797000000000001,0.6797000000000001,0.6797000000000001,0.6797000000000001,0.6797000000000001
2003-06-29,0.6818000000000001,0.1376,0.0734,0.6818000000000001,0.6818000000000001,0.6818000000000001,0.6818000000000001,0.6818000000000001,0.6818000000000001,0.6818000000000001,0.6818000000000001
2003-06-30,0.6822,0.1118,0.0821,-100.0,0.6822,0.6822,0.6822,0.6822,0.6822,0.6822,0.6822
