Date,Open,High,Low,Close,Volume,OpenInt
2016-09-01,23.573,23.573,23.573,23.573,849,0
2016-09-06,23.975,23.975,23.975,23.975,280,0
2016-09-19,23.507,23.507,23.507,23.507,249,0
2016-09-26,23.661,23.661,23.661,23.661,162,0
2016-10-13,23.161,23.19,23.161,23.19,356,0
2016-10-20,23.455,23.455,23.455,23.455,136,0
2016-10-21,23.225,23.225,23.225,23.225,135,0
2016-10-24,23.447,23.477,23.447,23.477,337,0
2016-10-25,23.524,23.524,23.21,23.275,516,0
2016-10-26,23.347,23.455,23.347,23.455,4424,0
2016-10-27,23.416,23.426,23.416,23.426,343,0
2016-11-01,23.524,23.524,23.141,23.19,2170,0
2016-11-02,23.308,23.308,23.308,23.308,1020,0
2016-11-03,23.186,23.186,23.186,23.186,102,0
2016-11-08,23.465,23.465,23.465,23.465,102,0
2016-11-09,23.263,23.263,23.263,23.263,318,0
2016-11-17,23.538,23.573,23.412,23.556,2076,0
2016-11-21,23.858,23.858,23.623,23.623,3638,0
2016-11-22,23.867,23.867,23.867,23.867,337,0
2016-11-23,23.769,23.917,23.71,23.71,2670,0
2016-11-25,23.78,24.015,23.78,24.005,1005,0
2016-11-28,24.025,24.025,24.025,24.025,214,0
2016-12-01,23.779,23.779,23.565,23.565,298,0
2016-12-07,23.789,24.085,23.789,24.085,531,0
2016-12-08,24.348,24.348,24.348,24.348,194,0
2016-12-09,24.297,24.496,24.297,24.459,379,0
2016-12-12,24.446,24.446,24.209,24.209,1685,0
2016-12-13,24.426,24.426,24.426,24.426,171,0
2016-12-14,24.196,24.196,24.196,24.196,199,0
2016-12-15,23.811,24.211,23.811,24.211,677,0
2016-12-19,23.759,23.759,23.759,23.759,342,0
2016-12-20,23.856,23.856,23.856,23.856,408,0
2016-12-21,24.105,24.105,24.105,24.105,145,0
2016-12-27,23.852,23.852,23.808,23.808,1508,0
2016-12-29,23.804,23.804,23.804,23.804,118,0
2016-12-30,23.887,23.887,23.887,23.887,437,0
2017-01-03,24.118,24.118,24.115,24.115,642,0
2017-01-04,24.363,24.363,24.363,24.363,336,0
2017-01-06,24.462,24.462,24.344,24.344,549,0
2017-01-09,24.347,25.067,24.347,24.432,3849,0
2017-01-10,24.492,25.176,24.492,24.611,11057,0
2017-01-11,24.614,24.65,24.597,24.597,898,0
2017-01-12,24.66,24.66,24.66,24.66,183,0
2017-01-13,24.573,24.759,24.532,24.73,2614,0
2017-01-17,24.839,24.839,24.631,24.71,3796,0
2017-01-18,24.482,24.532,24.482,24.532,605,0
2017-01-19,24.67,24.769,24.551,24.769,2633,0
2017-01-23,24.482,24.968,24.482,24.968,458,0
2017-01-25,25.344,25.344,25.344,25.344,403,0
2017-01-26,25.691,25.721,25.691,25.721,322,0
2017-01-27,25.721,25.721,25.523,25.523,2149,0
2017-01-30,25.949,25.949,25.295,25.384,410,0
2017-01-31,24.917,24.917,24.764,24.829,4237,0
2017-02-01,25.676,25.77,25.106,25.116,507695,0
2017-02-02,25.077,25.324,24.978,25.324,2120,0
2017-02-03,25.671,25.671,25.186,25.235,613,0
2017-02-07,25.77,25.77,25.275,25.294,13490,0
2017-02-09,25.077,25.343,25.077,25.343,979,0
2017-02-13,25.067,25.171,25.067,25.171,1498,0
2017-02-14,25.146,25.255,25.106,25.255,9216,0
2017-02-15,25.347,25.354,25.347,25.354,987,0
2017-02-16,25.235,25.235,25.235,25.235,3012,0
2017-02-17,25.295,25.295,25.186,25.186,1513,0
2017-02-21,25.384,25.404,25.354,25.404,6961,0
2017-02-22,25.393,25.393,25.393,25.393,1049,0
2017-02-23,25.453,25.492,25.364,25.414,13733,0
2017-02-24,25.265,25.265,25.176,25.176,12914,0
2017-02-28,25.215,25.245,25.206,25.245,5510,0
2017-03-01,25.354,25.43,25.344,25.43,3279,0
2017-03-02,25.263,25.263,25.263,25.263,191,0
2017-03-03,25.255,25.255,25.255,25.255,1947,0
2017-03-06,25.178,25.178,25.178,25.178,378,0
2017-03-07,25.142,25.142,25.142,25.142,127,0
2017-03-09,25.126,25.126,25.085,25.085,1503,0
2017-03-14,25.324,25.324,25.235,25.235,9303,0
2017-03-15,25.622,25.622,25.622,25.622,3027,0
2017-03-16,25.721,25.721,25.711,25.711,647,0
2017-03-17,25.652,25.759,25.652,25.759,3547,0
2017-03-20,25.759,25.759,25.759,25.759,0,0
2017-03-21,25.989,25.989,25.493,25.533,2536,0
2017-03-23,25.66,25.66,25.611,25.611,550,0
2017-03-24,25.652,25.652,25.612,25.612,7415,0
2017-03-27,25.453,25.453,25.453,25.453,593,0
2017-03-29,25.591,25.591,25.591,25.591,504,0
2017-03-30,25.602,25.721,25.602,25.663,4008,0
2017-04-03,25.523,25.523,25.523,25.523,141,0
2017-04-04,25.463,25.463,25.463,25.463,391,0
2017-04-07,25.523,25.523,25.374,25.385,17080,0
2017-04-10,25.344,25.359,25.324,25.324,7876,0
2017-04-11,25.225,25.225,25.215,25.215,1009,0
2017-04-12,25.266,25.266,25.265,25.265,404,0
2017-04-13,25.295,25.295,25.295,25.295,17759,0
2017-04-18,25.373,25.373,25.345,25.345,317,0
2017-04-24,25.899,25.93,25.899,25.922,4375,0
2017-04-25,26.157,26.157,26.122,26.122,1855,0
2017-04-26,26.079,26.093,26.079,26.093,1390,0
2017-04-27,26.147,26.147,26.006,26.023,758,0
2017-05-02,26.197,26.197,26.197,26.197,202,0
2017-05-03,26.058,26.137,26.038,26.137,4664,0
2017-05-04,26.048,26.048,26.048,26.048,101,0
2017-05-05,26.187,26.286,26.187,26.286,1453,0
2017-05-08,26.226,26.226,26.226,26.226,101,0
2017-05-09,26.335,26.335,26.259,26.259,1231,0
2017-05-10,26.335,26.36,26.335,26.36,979,0
2017-05-11,26.296,26.296,26.296,26.296,393,0
2017-05-12,26.311,26.311,26.311,26.311,101,0
2017-05-15,26.454,26.593,26.454,26.521,2402,0
2017-05-16,26.593,26.593,26.545,26.545,1229,0
2017-05-17,26.271,26.375,26.206,26.206,2448,0
2017-05-18,26.162,26.162,26.137,26.137,711,0
2017-05-19,26.36,26.36,26.36,26.36,101,0
2017-05-22,26.583,26.613,26.583,26.603,1259,0
2017-05-23,26.603,26.603,26.603,26.603,565,0
2017-05-24,26.514,26.682,26.514,26.682,4136,0
2017-05-25,26.811,26.831,26.707,26.813,11034,0
2017-05-26,26.831,26.831,26.801,26.801,1715,0
2017-05-30,26.772,26.851,26.772,26.851,757,0
2017-05-31,26.801,26.831,26.801,26.821,1986,0
2017-06-01,26.861,27.059,26.861,27.04,9833,0
2017-06-02,27.198,27.277,27.198,27.277,323,0
2017-06-05,27.205,27.207,27.099,27.099,681,0
2017-06-06,27.128,27.128,27.029,27.029,2310,0
2017-06-08,27.089,27.158,27.073,27.089,8141,0
2017-06-09,27.089,27.203,26.91,26.98,13765,0
2017-06-12,26.95,27.009,26.801,27.009,9130,0
2017-06-13,27.168,27.208,27.168,27.208,11778,0
2017-06-14,27.208,27.208,27.208,27.208,118,0
2017-06-15,26.9,26.9,26.821,26.836,1406,0
2017-06-19,27.257,27.319,27.257,27.319,25169,0
2017-06-20,27.18,27.19,27.18,27.1852,1021,0
2017-06-21,27.17,27.17,27.079,27.14,3000,0
2017-06-22,27.0794,27.0794,27.0794,27.0794,593,0
2017-06-23,27.09,27.28,27.08,27.27,24791,0
2017-06-26,27.43,27.43,27.38,27.39,741,0
2017-06-27,27.2232,27.2794,27.1912,27.1912,1532,0
2017-06-28,27.3677,27.39,27.31,27.39,3703,0
2017-06-29,27.28,27.28,27.04,27.06,1348,0
2017-06-30,27.264,27.31,27.264,27.31,2960,0
2017-07-03,27.36,27.36,27.23,27.31,4337,0
2017-07-05,27.1101,27.3,27.1101,27.3,9929,0
2017-07-06,27.11,27.2,27.11,27.125,1196,0
2017-07-10,27.36,27.38,27.28,27.28,4150,0
2017-07-11,27.43,27.4499,27.35,27.35,4680,0
2017-07-12,27.55,27.745,27.55,27.745,535,0
2017-07-13,27.7686,27.819,27.72,27.72,2000,0
2017-07-14,27.865,27.945,27.865,27.9,1939,0
2017-07-17,27.9,27.995,27.9,27.91,3619,0
2017-07-18,27.88,27.88,27.88,27.88,400,0
2017-07-19,28.02,28.08,28.02,28.08,400,0
2017-07-20,28.13,28.16,28.1,28.16,915,0
2017-07-21,28.05,28.07,28.05,28.07,1015,0
2017-07-24,28.06,28.113,28.06,28.113,560,0
2017-07-25,28.13,28.1499,28.12,28.14,3918,0
2017-07-26,28.09,28.09,28.07,28.07,752,0
2017-07-27,28.11,28.11,27.91,27.91,1750,0
2017-07-28,27.94,27.94,27.85,27.92,8735,0
2017-07-31,27.99,28.0205,27.9501,27.9501,1891,0
2017-08-01,28.12,28.12,28.0803,28.0803,551,0
2017-08-02,28.09,28.09,28.04,28.04,1665,0
2017-08-03,28,28.02,28,28,1976,0
2017-08-04,28,28,28,28,1987,0
2017-08-07,28.138,28.16,28.138,28.16,3998,0
2017-08-08,28.13,28.29,28.06,28.06,2354,0
2017-08-09,28,28,27.995,27.995,2315,0
2017-08-10,27.85,27.85,27.52,27.52,1446,0
2017-08-11,27.52,27.61,27.48,27.48,920,0
2017-08-14,27.8281,27.86,27.8212,27.86,1937,0
2017-08-15,27.85,27.865,27.76,27.865,3138,0
2017-08-16,27.88,28.01,27.88,27.9686,2017,0
2017-08-17,27.86,27.91,27.6108,27.6108,3081,0
2017-08-18,27.6,27.729,27.6,27.71,507,0
2017-08-21,27.61,27.685,27.52,27.64,7993,0
2017-08-22,27.86,27.955,27.85,27.91,2615,0
2017-08-23,27.942,27.95,27.9071,27.91,2836,0
2017-08-24,27.92,27.92,27.88,27.88,534,0
2017-08-25,28.08,28.08,27.95,27.95,2308,0
2017-08-28,28.07,28.07,27.97,27.97,2311,0
2017-08-29,27.882,27.882,27.882,27.882,300,0
2017-08-30,27.99,28.06,27.99,28.06,315,0
2017-08-31,28.21,28.21,28.21,28.21,180,0
2017-09-01,28.26,28.37,28.26,28.3417,3868,0
2017-09-05,28.21,28.22,28.01,28.0662,2573,0
2017-09-07,28.29,28.29,28.252,28.255,1767,0
2017-09-11,28.6,28.66,28.6,28.66,801,0
2017-09-12,28.6599,28.6599,28.59,28.59,647,0
2017-09-13,28.5497,28.5999,28.5497,28.5999,387,0
2017-09-14,28.46,28.62,28.46,28.53,1088,0
2017-09-15,28.53,28.53,28.53,28.53,0,0
2017-09-18,28.981,28.981,28.94,28.9634,1034,0
2017-09-19,28.94,29,28.94,29,1056,0
2017-09-21,28.88,28.88,28.87,28.87,731,0
2017-09-22,28.9128,28.9128,28.9128,28.9128,120,0
2017-09-25,28.77,28.8075,28.6856,28.7094,3335,0
2017-09-26,28.7899,28.79,28.775,28.79,681,0
2017-09-27,28.78,28.78,28.72,28.7438,5576,0
2017-09-28,28.74,28.74,28.74,28.74,400,0
2017-09-29,28.89,29.059,28.89,29,694,0
2017-10-02,28.99,29.159,28.99,29.159,693,0
2017-10-03,29.24,29.35,29.19,29.35,3773,0
2017-10-04,29.24,29.41,29.24,29.35,2256,0
2017-10-05,29.31,29.47,29.31,29.37,5818,0
2017-10-06,29.3596,29.409,29.3596,29.37,1268,0
2017-10-09,29.43,29.43,29.399,29.399,313,0
2017-10-10,29.5,29.5,29.5,29.5,200,0
2017-10-11,29.58,29.58,29.5572,29.5572,295,0
2017-10-12,29.54,29.73,29.54,29.699,2229,0
2017-10-13,29.85,29.85,29.8324,29.8324,1910,0
2017-10-16,29.71,29.75,29.69,29.69,1020,0
2017-10-17,29.64,29.69,29.64,29.69,1269,0
2017-10-18,29.64,29.779,29.64,29.77,5216,0
2017-10-19,29.48,29.66,29.48,29.6515,8354,0
2017-10-20,29.785,29.96,29.785,29.83,4551,0
2017-10-23,29.93,29.93,29.83,29.83,9003,0
2017-10-24,29.915,29.915,29.82,29.82,483,0
2017-10-25,29.739,29.739,29.68,29.69,1994,0
2017-10-26,29.85,29.88,29.8132,29.8132,8286,0
2017-10-27,29.88,29.95,29.82,29.9344,4506,0
2017-10-30,29.8776,29.9601,29.73,29.8,9570,0
2017-10-31,29.9699,30.019,29.89,29.89,3495,0
2017-11-01,30.07,30.17,30,30,7180,0
2017-11-02,29.99,30.18,29.9697,29.98,5880,0
2017-11-03,29.94,30.17,29.94,30,1674,0
2017-11-06,30.074,30.175,30.05,30.175,6974,0
2017-11-07,30.19,30.19,29.98,30.05,10567,0
2017-11-08,30.21,30.21,30.05,30.21,7877,0
2017-11-09,30.01,30.01,29.87,29.8882,4034,0
2017-11-10,30.0078,30.016,29.9997,29.9997,863,0
