dates,sea_level
2002-05-29,-1.0489625930786133
2002-05-30,-1.0303298234939575
2002-05-31,-1.0109416246414185
2002-06-01,-0.9931868314743042
2002-06-02,-0.9826804995536804
2002-06-03,-0.9792823791503906
2002-06-04,-0.9789382815361024
2002-06-05,-0.9844738245010376
2002-06-06,-0.9912292957305908
2002-06-07,-0.9970351457595824
2002-06-08,-0.9955413937568665
2002-06-09,-0.99112731218338
2002-06-10,-0.9889061450958252
2002-06-11,-0.9852740168571472
2002-06-12,-0.9779629707336426
2002-06-13,-0.969671666622162
2002-06-14,-0.9638664722442628
2002-06-15,-0.9550244212150574
2002-06-16,-0.9448662400245668
2002-06-17,-0.9388418793678284
2002-06-18,-0.9391695261001588
2002-06-19,-0.9334511756896972
2002-06-20,-0.9339888095855712
2002-06-21,-0.9492127895355223
2002-06-22,-0.9717495441436768
2002-06-23,-0.9934183359146118
2002-06-24,-1.0048892498016355
2002-06-25,-1.0077513456344604
2002-06-26,-1.0024454593658447
2002-06-27,-0.9918512105941772
2002-06-28,-0.9772915244102478
2002-06-29,-0.9637684226036072
2002-06-30,-0.9474635124206544
2002-07-01,-0.9351497888565063
2002-07-02,-0.9336657524108888
2002-07-03,-0.9421508312225342
2002-07-04,-0.9569087624549866
2002-07-05,-0.9740214347839355
2002-07-06,-0.9905496835708618
2002-07-07,-0.9999731779098512
2002-07-08,-1.0004990100860596
2002-07-09,-0.993327260017395
2002-07-10,-0.9797680974006652
2002-07-11,-0.9637169837951659
2002-07-12,-0.948663890361786
2002-07-13,-0.9372422695159912
2002-07-14,-0.9275502562522888
2002-07-15,-0.9206519722938538
2002-07-16,-0.9118182063102722
2002-07-17,-0.9029821753501892
2002-07-18,-0.8988766670227051
2002-07-19,-0.9011510610580444
2002-07-20,-0.9074044227600098
2002-07-21,-0.9142028093338012
2002-07-22,-0.9249269962310792
2002-07-23,-0.9424726366996764
2002-07-24,-0.9602521657943726
2002-07-25,-0.9662362337112428
2002-07-26,-0.9589500427246094
2002-07-27,-0.9438205361366272
2002-07-28,-0.926203429698944
2002-07-29,-0.9193195104599
2002-07-30,-0.9135721325874328
2002-07-31,-0.917012095451355
2002-08-01,-0.9249206781387328
2002-08-02,-0.9393228888511658
2002-08-03,-0.9540538191795348
2002-08-04,-0.9661232233047484
2002-08-05,-0.9747657179832458
2002-08-06,-0.9803129434585572
2002-08-07,-0.9801038503646852
2002-08-08,-0.9791277050971984
2002-08-09,-0.9741108417510986
2002-08-10,-0.9657397866249084
2002-08-11,-0.9553773999214172
2002-08-12,-0.9453272223472596
2002-08-13,-0.936004877090454
2002-08-14,-0.925017237663269
2002-08-15,-0.9164370894432068
2002-08-16,-0.9169906973838806
2002-08-17,-0.9203905463218688
2002-08-18,-0.9245091080665588
2002-08-19,-0.9313162565231324
2002-08-20,-0.9441667795181274
2002-08-21,-0.9558836817741394
2002-08-22,-0.9636940956115724
2002-08-23,-0.9716790318489076
2002-08-24,-0.9696923494338988
2002-08-25,-0.9588281512260436
2002-08-26,-0.9382285475730896
2002-08-27,-0.9202186465263368
2002-08-28,-0.9052714109420776
2002-08-29,-0.9027037024497986
2002-08-30,-0.9067002534866332
2002-08-31,-0.9136223793029784
2002-09-01,-0.9206576943397522
2002-09-02,-0.9318856596946716
2002-09-03,-0.9421463608741759
2002-09-04,-0.9505211114883424
2002-09-05,-0.9576016664505004
2002-09-06,-0.9562841653823853
2002-09-07,-0.9497103095054626
2002-09-08,-0.9419929385185242
2002-09-09,-0.9326461553573608
2002-09-10,-0.9227450489997864
2002-09-11,-0.9161977171897888
2002-09-12,-0.9025384783744812
2002-09-13,-0.8879595994949341
2002-09-14,-0.8753381967544556
2002-09-15,-0.8723958730697632
2002-09-16,-0.8759452104568481
2002-09-17,-0.8800649046897888
2002-09-18,-0.8942046761512756
2002-09-19,-0.9147967696189879
2002-09-20,-0.9296053647994996
2002-09-21,-0.9371437430381776
2002-09-22,-0.9300715923309326
2002-09-23,-0.91780024766922
2002-09-24,-0.8972132205963135
2002-09-25,-0.8717710971832275
2002-09-26,-0.8688443303108215
2002-09-27,-0.8588323593139648
2002-09-28,-0.8588793277740479
2002-09-29,-0.8624202013015747
2002-09-30,-0.8750741481781006
2002-10-01,-0.8866991400718689
2002-10-02,-0.8946975469589233
2002-10-03,-0.8978903293609619
2002-10-04,-0.9106975197792052
2002-10-05,-0.9169533252716064
2002-10-06,-0.9223613142967224
2002-10-07,-0.9280822277069092
2002-10-08,-0.928181290626526
2002-10-09,-0.9216015934944152
2002-10-10,-0.9051514863967896
2002-10-11,-0.888467013835907
2002-10-12,-0.8718677759170532
2002-10-13,-0.8601779937744141
2002-10-14,-0.8552827239036559
2002-10-15,-0.8588774800300598
2002-10-16,-0.8679041862487793
2002-10-17,-0.8794603943824768
2002-10-18,-0.8979184031486511
2002-10-19,-0.91926109790802
2002-10-20,-0.9363871812820436
2002-10-21,-0.9410707354545592
2002-10-22,-0.9343537688255309
2002-10-23,-0.9268379807472228
2002-10-24,-0.9191271066665648
2002-10-25,-0.9178512692451476
2002-10-26,-0.919658899307251
2002-10-27,-0.928698182106018
2002-10-28,-0.9312933087348938
2002-10-29,-0.9381588697433472
2002-10-30,-0.9438180327415466
2002-10-31,-0.944890558719635
2002-11-01,-0.9497899413108826
2002-11-02,-0.9570146203041076
2002-11-03,-0.9526066184043884
2002-11-04,-0.943606734275818
2002-11-05,-0.933380663394928
2002-11-06,-0.9331161379814148
2002-11-07,-0.93043714761734
2002-11-08,-0.9265956878662108
2002-11-09,-0.9198052883148192
2002-11-10,-0.9150515794754028
2002-11-11,-0.9124522209167479
2002-11-12,-0.9089613556861876
2002-11-13,-0.9106382131576538
2002-11-14,-0.9187304973602296
2002-11-15,-0.9375680088996888
2002-11-16,-0.955499827861786
2002-11-17,-0.9690693616867064
2002-11-18,-0.9693202972412108
2002-11-19,-0.9637897610664368
2002-11-20,-0.9509802460670472
2002-11-21,-0.9393631219863892
2002-11-22,-0.9293795228004456
2002-11-23,-0.9218161702156068
2002-11-24,-0.9140516519546508
2002-11-25,-0.911911964416504
2002-11-26,-0.909340798854828
2002-11-27,-0.9073678255081176
2002-11-28,-0.9024819135665894
2002-11-29,-0.9012469649314879
2002-11-30,-0.908788561820984
2002-12-01,-0.9205552339553832
2002-12-02,-0.933359146118164
2002-12-03,-0.9452319145202636
2002-12-04,-0.9591955542564392
2002-12-05,-0.958285629749298
2002-12-06,-0.948022961616516
2002-12-07,-0.9342793226242064
2002-12-08,-0.9172519445419312
2002-12-09,-0.8948581218719482
2002-12-10,-0.873489499092102
2002-12-11,-0.8688545227050781
2002-12-12,-0.8690807223320007
2002-12-13,-0.8757240176200867
2002-12-14,-0.8827918171882629
2002-12-15,-0.8970822691917419
2002-12-16,-0.8970561623573303
2002-12-17,-0.9084029197692872
2002-12-18,-0.909750998020172
2002-12-19,-0.9153842926025392
2002-12-20,-0.9164961576461792
2002-12-21,-0.9104988574981691
2002-12-22,-0.9137396216392516
2002-12-23,-0.9169341325759888
2002-12-24,-0.9173401594161988
2002-12-25,-0.913120687007904
2002-12-26,-0.9107096791267396
2002-12-27,-0.91679048538208
2002-12-28,-0.9269502758979796
2002-12-29,-0.9389237761497498
2002-12-30,-0.9493622779846193
2002-12-31,-0.9571054577827454
